#{"t_start": 1642524363.8854158, "env_id": "Ataxx-v0"}
r,l,t
1,3,465.19542
1,3,465.199338
1,4,465.204607
1,2,465.207358
1,2,465.210115
1,2,465.212813
1,2,465.215453
1,2,465.218075
1,2,465.22067
1,2,465.223314
1,2,465.22596
1,3,465.229867
1,3,465.233635
1,2,465.236366
1,2,465.239104
1,3,465.242987
-1,6,465.250202
1,4,465.255613
1,3,465.259528
1,4,465.265015
1,6,465.273317
1,3,465.277336
1,6,465.285299
1,2,465.287943
1,2,465.290601
1,3,465.294612
1,7,465.303962
1,2,465.306633
1,6,465.314639
1,2,465.317231
1,2,465.319924
1,4,465.325693
1,2,465.328279
1,2,465.330911
1,7,465.340452
1,3,465.344296
1,3,465.348272
1,2,465.350894
1,6,465.359172
1,2,465.361762
1,6,465.36972
1,6,465.377798
1,2,465.380402
1,5,465.387085
1,2,465.389697
1,6,465.39778
1,2,465.400371
1,2,465.403007
1,2,465.405631
1,3,465.409529
1,2,465.412216
1,2,465.414856
1,3,465.418799
1,4,465.424158
1,2,465.426801
1,4,465.432087
1,6,465.440165
1,5,465.446798
1,3,465.450587
1,2,465.453173
1,4,465.45833
1,2,465.460956
1,3,465.464939
1,2,465.467635
1,3,465.471552
1,3,465.475411
1,2,465.478047
1,2,465.480616
1,3,465.484505
1,3,465.488439
1,2,465.491083
1,3,465.494877
1,3,465.498702
1,3,465.502555
1,2,465.505184
-1,6,465.513032
1,3,465.516869
1,6,465.524983
1,2,465.527623
1,3,465.531442
1,2,465.534005
1,2,465.536579
-1.0,7,465.54526
1,6,465.553025
-1,7,465.562171
-1,6,465.569592
1,2,465.572208
1,2,465.574838
1,2,465.57741
1,2,465.5802
1,2,465.582999
1,3,465.587015
-1,4,465.591675
1,2,465.59431
1,4,465.599497
1,3,465.603299
1,2,465.605939
1,3,465.609738
-1.0,7,465.618216
1,3,465.622188
1,6,465.630106
1,3,465.634096
1,2,465.636839
1,6,465.644865
1,3,465.648662
1,2,465.651309
1,3,465.65513
1,6,465.663118
1,4,465.668266
1,2,465.670948
-1,8,465.681692
1,3,465.685564
1,6,465.693408
1,2,465.69605
1,2,465.698685
1,2,465.701279
1,3,465.70514
1,2,465.70779
1,2,465.710455
1,3,465.714346
1,3,465.718346
1,3,465.722308
1,3,465.726114
-1.0,6,465.733447
1,3,465.737241
1,2,465.739879
1,6,465.747741
1,2,465.750584
1,4,465.755875
1,3,465.759766
1,5,465.766464
-1.0,6,465.773683
-1,7,465.782977
1,2,465.785551
1,2,465.788203
1,3,465.792019
1,3,465.795874
1,2,465.798506
1,3,465.802342
1,2,465.804937
-1,6,465.813003
1,6,465.821107
1,2,465.823823
1,3,465.827851
1,2,465.830475
1,3,465.834298
-1,6,465.842027
1,3,465.845935
1,7,465.855551
1,2,465.858203
1,3,465.862134
1,2,465.865068
1,3,465.869151
1,3,465.873022
1,2,465.875654
1,2,465.878291
-1.0,6,465.885434
1,2,465.888054
1,3,465.891962
1,3,465.895878
1,3,465.899684
1,6,465.907665
1,3,465.911666
1,3,465.91565
-1,6,465.923967
1,2,465.926588
1,3,465.930485
1,3,465.9343
1,2,465.936888
1,2,465.939502
1,4,465.944701
1,3,465.948522
1,3,465.952303
1,2,465.954926
-1,5,465.961048
1,2,465.964688
1,3,465.968675
-1.0,7,465.991552
1,2,465.994239
1,3,465.998277
1,2,466.000942
1,4,466.006532
1,3,466.010563
1,3,466.015308
1,2,466.018686
1,2,466.021658
1,2,466.024871
-1.0,6,466.032761
1,3,466.036872
1,2,466.039674
1,4,466.045209
1,2,466.047946
1,6,466.056394
1,3,466.060386
1,2,466.063143
1,3,466.067104
1,2,466.069861
1,2,466.072707
1,3,466.077562
-1,6,466.085875
1,2,466.088918
1,3,466.093407
1,2,466.096309
1,3,466.10062
1,3,466.104974
1,2,466.107943
1,3,466.11233
1,3,466.116721
1,6,466.125034
1,3,466.129199
1,3,466.133122
1,3,466.136992
1,3,466.140867
1,2,466.143531
1,4,466.14894
1,7,466.158108
1,2,466.160759
1,2,466.163501
1,2,466.16619
1,2,466.168927
1,3,466.173032
1,2,466.175999
1,3,466.180256
1,2,466.183163
1,2,466.186182
1,2,466.189379
1,2,466.192447
1,2,466.195555
1,2,466.198594
1,6,466.207519
1,6,466.216491
1,5,466.228716
1,2,466.231686
1,2,466.234434
1,2,466.237588
1,7,466.247257
1,4,466.252929
1,4,466.259627
1,2,466.262953
1,6,466.273008
1,2,466.27698
1,2,466.281055
1,4,466.288269
1,3,466.293565
1,2,466.296558
1,5,466.305097
1,2,466.308179
1,2,466.311269
1,3,466.316099
1,3,466.320126
1,6,466.329236
1,3,466.333581
1,2,466.336318
1,2,466.338985
1,2,466.341985
-1,7,466.352041
1,6,466.360338
1,6,466.368814
1,3,466.373181
1,2,466.376199
1,2,466.378902
-1,6,466.386771
1,2,466.389418
1,2,466.392082
-1,6,466.400212
1,7,466.410172
-1.0,6,466.417772
-1.0,6,466.425392
1,3,466.429449
1,3,466.433353
1,7,466.442877
1,3,466.446777
1,3,466.450654
1,2,466.453298
1,2,466.45599
1,6,466.464178
1,7,466.47388
-1.0,5,466.480105
1,2,466.482852
1,2,466.485562
1,2,466.488234
1,2,466.490928
1,3,466.494825
1,3,466.498908
1,2,466.501552
1,2,466.504269
1,3,466.508173
1,2,466.510854
-1.0,5,466.51688
1,2,466.519497
1,2,466.52216
1,4,466.527467
1,2,466.53007
1,3,466.533887
-1,6,466.541877
1,2,466.544466
1,4,466.549777
1,2,466.552381
1,4,466.557765
1,5,466.564564
1,3,466.568479
1,5,466.575215
1,3,466.579028
1,2,466.581637
1,3,466.585603
1,2,466.588364
1,6,466.59661
-1.0,5,466.602418
1,4,466.607864
-1,6,466.615642
1,6,466.62361
-1,7,466.632894
1,3,466.636778
1,4,466.642441
1,3,466.646372
1,2,466.648963
1,3,466.652929
1,2,466.655864
1,2,466.658499
1,2,466.661115
1,2,466.663975
1,2,466.666717
1,3,466.670772
1,2,466.673451
1,2,466.676037
1,7,466.685515
1,2,466.688216
1,6,466.696276
1,6,466.704338
1,2,466.707024
1,5,466.714508
1,2,466.717103
1,4,466.722648
1,2,466.72525
1,2,466.727946
1,2,466.730535
1,2,466.733153
1,2,466.735752
-1,4,466.741583
1,4,466.746949
1,3,466.750842
1,3,466.75475
1,2,466.757355
-1.0,5,466.763289
1,2,466.76659
1,2,466.769241
1,7,466.778461
1,6,466.786371
-1.0,5,466.792547
1,2,466.79533
1,2,466.797962
1,6,466.805925
1,2,466.808522
1,6,466.816595
-1,6,466.825316
1,2,466.827925
1,3,466.831846
1,2,466.834472
1,2,466.837039
1,4,466.842349
1,5,466.849245
1,2,466.851923
1,2,466.854956
1,3,466.858856
1,2,466.861437
1,3,466.865278
1,5,466.872105
1,3,466.876092
1,5,466.883957
1,3,466.888217
1,2,466.891374
1,3,466.895507
1,4,466.900931
1,3,466.904998
1,2,466.90782
1,3,466.911954
1,2,466.91505
1,3,466.9194
1,2,466.922342
-1,6,466.930843
1,2,466.933554
1,2,466.93631
1,2,466.939038
1,2,466.942004
1,3,466.946714
1,2,466.949394
1,2,466.95205
1,7,466.962337
-1,6,466.971854
1,2,466.974907
-1,6,466.98331
1,2,466.986055
1,2,466.988837
1,4,466.994162
1,2,466.996818
1,3,467.001165
1,2,467.003856
1,2,467.006574
1,2,467.009247
1,2,467.01194
1,2,467.014605
1,6,467.022747
1,6,467.031625
-1.0,6,467.03907
1,2,467.041729
1,3,467.045634
1,4,467.051007
1,2,467.053978
1,2,467.056783
1,7,467.066126
1,3,467.070212
1,2,467.072874
1,5,467.079683
1,6,467.088223
-1,6,467.096088
1,2,467.098764
1,3,467.10285
1,2,467.105504
1,2,467.108181
1,2,467.110867
1,3,467.11485
1,2,467.117748
1,2,467.120375
1,2,467.123283
1,2,467.12593
1,5,467.132492
1,2,467.135111
1,3,467.13909
1,2,467.141677
1,6,467.150018
1,2,467.152887
1,2,467.15554
1,6,467.163446
1,3,467.167324
1,6,467.175436
1,3,467.179213
-1,7,467.189451
1,6,467.197946
1,3,467.201753
-1.0,8,467.212041
1,6,467.220242
1,3,467.224171
1,3,467.228171
1,4,467.233453
1,2,467.236073
1,3,467.240037
-1.0,4,467.244653
1,2,467.247225
1,4,467.252679
1,3,467.257231
1,3,467.261257
1,2,467.263875
1,6,467.271692
1,6,467.28067
1,2,467.283333
1,6,467.291971
1,3,467.296025
1,3,467.299985
1,6,468.421274
1,2,468.424248
1,2,468.426976
1,3,468.430954
-1,6,468.439217
-1,6,468.44689
1,2,468.449622
-1,6,468.457676
1,4,468.463192
1,3,468.467074
1,2,468.469975
1,6,468.478234
1,2,468.480953
1,3,468.484922
1,3,468.489
1,2,468.505341
1,2,468.508228
1,2,468.510981
1,3,468.515016
1,2,468.517673
1,6,468.526434
1,4,468.53286
-1,6,468.541201
1,2,468.543907
1,6,468.551967
1,3,468.555928
1,2,468.55873
1,2,468.561357
1,2,468.564084
1,2,468.566772
1,2,468.569483
1,3,468.573545
1,2,468.576352
1,3,468.580426
1,3,468.58478
1,2,468.587557
1,3,468.591658
1,6,468.599921
1,4,468.605311
1,2,468.608205
1,3,468.612333
1,6,468.620352
1,5,468.627428
-1.0,6,468.634802
1,7,468.644363
1,4,468.649898
1,5,468.657008
1,2,468.659889
1,3,468.664058
1,2,468.666764
1,2,468.669433
1,4,468.674802
1,4,468.680323
1,3,468.684355
1,6,468.692831
1,2,468.695591
1,2,468.698343
1,3,468.702336
1,2,468.705013
1,2,468.707753
1,2,468.710511
1,2,468.713172
1,2,468.715932
1,4,468.721269
1,6,468.729451
1,6,468.737698
1,2,468.740447
1,3,468.744429
1,2,468.747153
1,2,468.74987
1,4,468.755697
1,5,468.762681
-1,6,468.770766
1,5,468.777627
-1.0,6,468.785305
1,2,468.787991
1,3,468.792057
1,4,468.797513
1,3,468.801465
1,5,468.809089
1,7,468.818604
1,2,468.821255
1,3,468.825406
1,2,468.828102
1,6,468.836391
1,3,468.840297
1,2,468.843113
-1.0,6,468.850763
1,6,468.859125
1,2,468.861867
1,4,468.867491
1,3,468.871543
1,2,468.874347
1,3,468.878231
1,2,468.880952
1,3,468.884968
1,2,468.88771
1,3,468.891908
1,2,468.894613
-1,6,468.902573
1,3,468.906693
1,3,468.910772
1,2,468.913435
1,3,468.917614
1,2,468.920384
1,2,468.923163
1,2,468.926137
1,2,468.92882
1,2,468.931441
1,2,468.93413
1,2,468.936761
1,2,468.939502
1,3,468.94358
1,7,468.953412
1,2,468.956051
-1,6,468.965842
1,2,468.968659
1,7,468.978644
1,3,468.982879
-1.0,7,468.992039
1,6,469.000274
1,2,469.002964
1,4,469.008848
1,2,469.011569
1,4,469.016903
1,2,469.019633
1,2,469.02232
1,4,469.028127
1,2,469.030826
-1.0,5,469.036994
1,3,469.040989
1,2,469.04381
1,3,469.047868
1,3,469.051783
1,2,469.054489
1,4,469.05997
1,2,469.062649
1,3,469.066572
1,6,469.074708
1,2,469.077477
1,2,469.080201
1,6,469.088402
1,3,469.092723
1,5,469.099377
1,2,469.102052
1,2,469.104721
1,2,469.107493
1,2,469.110313
1,2,469.112962
1,3,469.117004
-1,6,469.125309
1,2,469.128095
1,3,469.131956
1,2,469.134674
1,2,469.137335
1,3,469.141646
1,2,469.144381
1,6,469.152507
-1,6,469.160717
1,2,469.163496
1,2,469.166134
1,7,469.175668
1,3,469.17972
1,3,469.183752
1,6,469.191886
1,3,469.196027
1,2,469.198712
1,4,469.20429
1,6,469.212796
1,2,469.215534
1,3,469.219566
1,6,469.227841
1,3,469.231829
1,2,469.234469
1,4,469.239735
1,2,469.242573
1,3,469.246511
1,2,469.249273
1,2,469.251927
1,2,469.254647
1,2,469.257386
1,6,469.26567
1,6,469.273757
1,3,469.279252
1,2,469.28201
1,2,469.284739
1,2,469.287448
1,4,469.293259
1,2,469.295956
1,6,469.304369
1,7,469.313825
-1.0,6,469.321489
1,2,469.324224
1,4,469.329841
1,4,469.335299
1,2,469.337953
1,4,469.343517
-1,7,469.353166
1,6,469.361412
1,3,469.365373
1,6,469.373755
-1,6,469.381967
-1.0,6,469.389397
1,3,469.393466
1,4,469.39892
1,3,469.402862
1,3,469.406846
-1.0,5,469.413475
1,3,469.417518
1,2,469.420186
1,2,469.422865
1,2,469.425771
1,2,469.428544
1,2,469.431296
1,3,469.435182
1,3,469.439229
1,3,469.443515
-1.0,5,469.449735
1,3,469.453711
-1.0,5,469.459865
1,4,469.465306
1,3,469.46931
1,2,469.471949
1,3,469.475991
1,3,469.48007
1,2,469.482757
1,2,469.485596
1,3,469.489508
1,6,469.498136
1,5,469.505013
1,4,469.510706
-1.0,6,469.518247
1,2,469.520961
-1.0,4,469.526124
1,2,469.528798
1,2,469.531479
1,2,469.53415
1,4,469.540522
-1,6,469.548559
1,3,469.552598
1,3,469.556464
1,2,469.559287
1,4,469.564624
1,7,469.574293
1,5,469.581253
1,3,469.585396
1,2,469.588074
1,2,469.590742
1,3,469.595012
1,2,469.597819
1,6,469.605652
-1,6,469.61382
1,2,469.616457
1,2,469.619212
1,7,469.629225
1,3,469.633202
1,3,469.63712
1,4,469.642684
1,2,469.645386
-1,6,469.653363
1,3,469.657439
1,3,469.661556
1,2,469.664187
1,2,469.66686
1,3,469.670935
1,3,469.674906
1,2,469.677584
1,3,469.681596
1,2,469.684266
-1.0,6,469.691913
1,3,469.695876
1,3,469.699828
1,6,469.707706
1,3,469.71213
1,3,469.716253
1,3,469.720181
1,3,469.724187
1,2,469.727112
-1,6,469.735997
1,5,469.742753
1,3,469.746775
1,5,469.753549
1,7,469.762872
1,2,469.76556
1,2,469.768275
1,2,469.771054
-1.0,5,469.777442
1,2,469.780125
1,3,469.784077
1,2,469.786771
1,5,469.794986
1,2,469.79787
1,2,469.800745
1,3,469.804802
1,2,469.807757
1,4,469.814354
1,2,469.817228
1,3,469.821718
1,3,469.826184
1,2,469.828997
1,2,469.831783
1,2,469.834543
1,3,469.838764
1,2,469.841593
1,2,469.844547
1,3,469.848773
1,3,469.852911
1,6,469.861427
1,3,469.865474
1,3,469.869593
1,6,469.893316
1,6,469.901834
1,3,469.906135
1,2,469.909129
1,3,469.914058
-1,6,469.922554
1,4,469.928506
1,3,469.932475
1,2,469.935339
1,3,469.939471
1,6,469.948938
1,2,469.951682
1,6,469.960049
1,2,469.963557
1,2,469.966709
1,2,469.969687
1,4,469.975612
1,3,469.979656
1,3,469.983868
1,2,469.986599
1,2,469.98934
1,2,469.992132
1,2,469.99493
1,7,470.004682
1,3,470.008842
1,5,470.015876
1,3,470.019981
1,4,470.025673
1,4,470.031193
1,2,470.033902
1,2,470.036628
1,3,470.040647
1,2,470.043592
1,3,470.047755
1,7,470.057789
-1,6,470.065998
1,4,470.071554
1,2,470.074317
1,2,470.077204
1,4,470.082899
1,3,470.087033
1,3,470.09112
1,3,470.095223
1,2,470.098041
1,7,470.107495
1,3,470.111676
1,3,470.115647
1,3,470.119644
1,2,470.122542
-1.0,5,470.128762
1,3,470.132828
1,3,470.136888
1,2,470.139797
-1,7,470.149417
1,3,470.1534
1,3,470.157301
1,6,470.165626
-1,6,470.173714
1,2,470.176718
1,4,470.182292
-1.0,6,470.18966
1,2,470.192532
1,3,470.196688
1,6,470.204832
1,2,470.207581
1,3,470.21183
1,7,470.221564
1,2,470.224292
1,2,470.227141
1,2,470.229838
1,3,470.233754
1,3,470.237866
1,2,470.240496
1,2,470.243317
1,6,470.251633
1,3,470.255704
1,2,470.258464
1,2,470.261148
1,6,470.269354
1,2,470.272033
1,2,470.27474
1,2,470.278644
1,2,470.281439
1,3,470.285409
1,5,470.292156
1,3,470.296181
1,3,470.300227
1,4,470.30568
1,3,470.310536
1,3,470.31454
1,3,470.318441
1,5,470.325472
1,2,470.328335
1,2,470.331027
1,2,470.333708
-1.0,6,470.34099
1,2,470.343791
1,2,470.346605
1,2,470.349253
1,2,470.35191
1,4,470.357307
1,2,470.36004
1,2,470.36272
1,2,470.365669
1,3,470.369789
1,2,470.372455
1,5,470.379407
1,4,470.384798
1,3,470.388779
1,2,470.391457
1,6,470.399849
-1,7,470.40925
1,3,470.413273
1,5,470.420187
1,2,470.42293
-1,7,470.431958
-1.0,5,470.438056
1,3,470.441955
1,2,470.444814
1,3,470.448878
1,2,470.451536
1,4,470.456914
1,4,470.462399
1,6,470.470261
1,2,470.472945
1,2,470.476221
1,2,470.479221
1,3,470.483191
1,3,470.487269
-1.0,6,470.494732
1,6,470.503091
1,5,470.509984
1,2,470.512621
-1.0,5,470.518746
1,3,470.522807
1,3,470.52679
1,3,470.530813
1,3,470.534806
1,3,470.538765
1,3,470.542678
1,3,470.546926
1,5,470.5537
-1,6,470.561695
1,2,470.564412
1,3,470.568478
1,3,470.572613
1,5,470.579909
1,3,470.583883
-1.0,6,470.591609
1,2,470.594424
1,6,470.602653
1,2,470.605281
1,2,470.608084
1,3,470.612237
1,3,470.616247
-1.0,7,470.62554
1,2,470.628327
1,3,470.63231
1,3,470.636281
1,3,470.640323
1,2,470.643147
1,4,470.648818
1,4,470.654129
1,3,470.658205
1,3,470.662359
1,4,470.667732
1,3,470.671715
1,2,470.674465
1,3,470.678723
-1,6,470.686759
1,6,470.695184
1,7,470.704821
1,2,470.707531
1,2,470.710407
1,2,470.713065
1,3,470.717438
1,2,470.720141
1,2,470.722905
1,2,470.725623
1,6,470.734176
1,2,470.736826
1,4,470.742278
1,6,470.75047
1,5,470.757393
1,3,470.761628
1,3,470.76577
1,3,470.769884
1,2,470.772513
-1,6,470.780851
1,2,470.78372
1,4,470.789042
-1.0,6,470.796497
1,4,470.802005
-1.0,6,470.809555
1,2,470.812383
1,7,470.821779
1,2,470.824483
1,5,470.83145
1,4,470.836655
1,5,470.843437
1,6,470.851629
1,3,470.855637
1,3,470.859585
1,3,470.863674
-1,6,470.871073
1,2,470.873987
1,6,470.882169
1,4,470.887677
1,2,470.890331
1,2,470.893051
1,2,470.895807
1,4,470.90136
1,3,470.905386
-1,6,470.913876
1,2,470.916562
-1.0,5,470.922516
1,6,470.931196
1,2,470.934037
-1.0,5,470.94005
1,2,470.94285
1,2,470.945598
1,2,470.948303
1,4,470.953671
1,3,470.95763
1,3,470.962622
-1.0,7,470.972411
-1.0,7,470.981473
1,2,470.984446
1,7,470.994186
-1.0,5,471.000254
-1,6,471.008274
1,4,471.013686
1,2,471.016428
1,2,471.019124
1,4,471.024543
1,3,471.028809
1,3,471.032824
1,3,471.03672
1,2,471.039463
-1.0,5,471.046068
1,3,471.05002
1,4,471.055479
1,4,471.060951
1,6,471.069307
1,6,471.077777
1,2,471.080483
1,2,471.08319
1,2,471.085969
1,3,471.089873
1,6,471.098181
1,2,471.100853
1,2,471.103639
1,5,471.110712
1,2,471.113368
1,3,471.117366
1,6,471.125476
1,2,471.128359
1,2,471.13107
1,2,471.133747
1,2,471.136388
1,2,471.139112
1,6,471.147404
1,2,471.150102
1,2,471.152927
1,4,471.158432
1,2,471.161163
1,2,471.163877
1,2,471.166532
1,2,471.169157
1,4,471.174593
1,4,471.180293
1,3,471.184851
1,2,471.187675
1,2,471.190528
1,3,471.194686
1,5,471.201542
1,5,471.208572
1,2,471.211487
1,3,471.215695
1,6,471.224015
1,3,471.228053
1,4,471.233446
1,6,471.241624
1,5,472.347351
1,3,472.351287
1,3,472.355192
1,6,472.376907
1,3,472.380858
1,3,472.384744
1,4,472.390032
1,6,472.398918
1,2,472.401812
1,3,472.405618
1,3,472.409467
1,2,472.412324
1,3,472.416209
1,3,472.420048
1,4,472.425344
1,3,472.429875
1,2,472.432501
1,4,472.437741
1,3,472.44161
1,6,472.449852
1,2,472.452453
1,6,472.460625
1,3,472.464636
1,3,472.468646
1,2,472.471239
1,6,472.479294
1,3,472.483356
1,3,472.487416
1,2,472.49
1,2,472.492579
1,2,472.495307
1,4,472.500584
1,6,472.508833
1,3,472.513035
1,5,472.519755
1,3,472.523708
1,4,472.529224
1,3,472.53305
1,5,472.539548
1,2,472.542162
1,5,472.548975
1,3,472.552921
1,4,472.558135
1,2,472.560838
1,6,472.568918
1,3,472.572783
-1,6,472.580667
1,3,472.584507
1,5,472.591101
1,6,472.599494
1,7,472.608874
-1.0,6,472.616259
1,2,472.618899
1,3,472.622739
1,3,472.626722
1,2,472.629436
1,2,472.632078
1,3,472.635914
1,2,472.638552
1,2,472.641148
1,3,472.64506
1,2,472.647749
1,2,472.650389
1,3,472.654342
1,5,472.661167
1,2,472.663866
1,2,472.666479
1,6,472.674349
1,3,472.678503
1,2,472.681115
1,2,472.68377
1,2,472.68643
1,2,472.689018
1,6,472.697073
1,6,472.705148
-1,6,472.713293
1,2,472.716025
1,6,472.72396
1,2,472.726567
1,7,472.736396
1,3,472.740271
-1.0,6,472.747846
1,3,472.751673
1,2,472.754287
1,3,472.75822
1,2,472.760866
1,7,472.770948
1,5,472.777792
-1.0,6,472.785086
1,5,472.791797
1,3,472.795867
1,7,472.805364
1,2,472.808023
1,3,472.812099
1,2,472.814826
1,3,472.818665
1,7,472.828123
1,7,472.837331
1,3,472.841271
1,3,472.845286
1,4,472.850583
1,2,472.853167
1,2,472.855769
1,2,472.858397
1,2,472.86103
1,2,472.863805
1,4,472.86894
1,3,472.872713
1,3,472.876596
-1.0,4,472.881633
1,3,472.885647
1,4,472.891007
1,3,472.894847
1,3,472.898684
1,6,472.906921
1,3,472.910743
1,2,472.913395
1,3,472.917573
1,2,472.92021
1,3,472.924125
1,2,472.926764
1,2,472.92946
1,2,472.932099
1,2,472.934726
1,2,472.937316
1,3,472.941138
1,3,472.945195
1,2,472.947929
1,4,472.953103
1,2,472.955705
1,5,472.963176
1,3,472.967773
1,3,472.972036
1,4,472.977516
1,3,472.981451
1,2,472.984133
1,2,472.986737
1,4,472.992009
1,4,472.997505
1,4,473.002708
1,2,473.005327
1,2,473.007989
1,3,473.01199
1,3,473.016013
1,2,473.018607
1,3,473.022443
1,2,473.025034
1,2,473.027878
1,2,473.030777
1,2,473.033375
1,6,473.041383
1,6,473.049572
1,4,473.054848
1,3,473.058735
1,6,473.066694
1,4,473.071941
1,4,473.077234
-1,6,473.085487
1,4,473.090767
1,2,473.093353
-1,7,473.102593
1,7,473.112131
-1.0,5,473.118213
1,2,473.120798
1,3,473.124598
1,4,473.130128
-1.0,3,473.133392
-1,6,473.141264
1,6,473.149471
1,4,473.154714
1,2,473.157299
1,3,473.161368
1,6,473.169305
1,2,473.171891
1,3,473.175853
1,3,473.179783
1,4,473.184842
1,5,473.191571
1,6,473.199655
1,4,473.204919
1,2,473.207559
-1.0,6,473.215155
1,6,473.223074
1,3,473.227011
-1,6,473.234907
1,7,473.244079
1,3,473.248126
1,7,473.257749
1,3,473.261647
1,2,473.264363
1,2,473.267035
1,3,473.270853
1,4,473.276121
1,3,473.280954
1,7,473.290374
-1,6,473.298514
1,2,473.301109
1,2,473.303746
1,2,473.306407
-1,6,473.314605
1,2,473.317193
1,2,473.31988
1,5,473.326524
1,3,473.330561
1,3,473.33457
1,2,473.337157
-1,6,473.34506
1,3,473.348956
1,3,473.352881
1,3,473.356749
1,2,473.359351
1,3,473.363432
1,2,473.366221
1,2,473.36884
1,6,473.376929
1,2,473.379652
1,3,473.383502
1,2,473.386127
1,3,473.390023
-1.0,7,473.398885
1,2,473.401501
1,3,473.405361
1,2,473.407994
1,3,473.41205
1,2,473.41478
1,2,473.417357
1,5,473.424382
1,4,473.429702
1,2,473.432337
1,3,473.436177
1,3,473.440101
1,4,473.445544
1,5,473.452473
1,3,473.456274
1,7,473.465384
1,2,473.468004
1,3,473.472003
1,2,473.474649
1,2,473.477216
1,2,473.480313
1,4,473.485701
1,4,473.490927
1,2,473.493507
1,2,473.496327
1,2,473.498994
1,3,473.502846
1,3,473.506854
1,2,473.509436
1,3,473.51365
1,4,473.518995
1,4,473.524318
-1,6,473.532269
1,2,473.535047
1,6,473.543149
1,3,473.547183
1,2,473.549828
1,5,473.556186
1,6,473.56447
1,2,473.567132
1,3,473.57093
1,2,473.57352
1,2,473.576098
1,2,473.578786
1,3,473.582655
-1.0,4,473.58707
1,6,473.595234
1,2,473.597955
1,2,473.600534
1,2,473.603169
1,4,473.608283
1,2,473.610901
1,6,473.619482
1,3,473.623313
1,7,473.632779
1,4,473.638014
1,3,473.641918
1,2,473.644505
1,2,473.647346
1,2,473.650046
1,6,473.658097
1,3,473.662038
1,3,473.665965
1,3,473.669808
1,2,473.672389
1,6,473.680645
1,3,473.684628
1,6,473.692418
1,3,473.696331
1,2,473.698988
1,3,473.717402
1,3,473.721427
1,4,473.726749
1,2,473.729424
1,3,473.733271
1,3,473.7371
1,3,473.741431
-1.0,6,473.748964
1,4,473.754189
1,3,473.757974
-1,6,473.766351
-1,6,473.774323
1,2,473.77691
1,6,473.784933
1,2,473.787576
1,3,473.79142
1,2,473.794047
1,6,473.802571
1,3,473.806668
1,6,473.815038
1,3,473.819228
1,2,473.821823
1,3,473.825604
1,2,473.828191
1,2,473.831165
-1.0,6,473.838552
1,7,473.847874
1,2,473.850521
1,2,473.853101
-1,6,473.860676
1,2,473.863499
1,2,473.866148
1,7,473.875592
1,3,473.879678
1,3,473.883653
1,4,473.888869
1,3,473.892866
1,3,473.896863
1,2,473.899514
1,2,473.902144
-1.0,6,473.90929
1,2,473.911971
1,2,473.914771
1,2,473.917363
1,3,473.921238
1,2,473.923854
1,3,473.927655
-1.0,6,473.935375
1,2,473.937959
1,4,473.943292
-1,6,473.951323
1,2,473.954004
1,3,473.95794
-1,7,473.96875
1,5,473.975655
1,3,473.979652
1,3,473.983584
1,3,473.987783
1,3,473.99166
1,5,473.998511
1,2,474.001131
-1.0,4,474.005946
1,2,474.008559
1,3,474.012736
1,2,474.015464
1,2,474.018118
1,2,474.020719
1,4,474.025963
1,4,474.031487
1,6,474.039375
-1,6,474.047647
1,2,474.050271
1,6,474.058115
1,6,474.066483
1,4,474.071774
1,2,474.074379
1,6,474.082609
1,6,474.09045
1,2,474.093058
1,5,474.100084
-1,6,474.107545
1,3,474.111445
1,6,474.119676
1,2,474.122291
1,6,474.130387
1,3,474.134278
1,5,474.140818
1,6,474.148957
1,2,474.151606
1,3,474.155725
1,3,474.159814
1,4,474.165241
1,3,474.169292
1,3,474.173257
1,4,474.178587
1,2,474.18124
1,2,474.183889
1,3,474.187655
1,6,474.195698
1,3,474.199752
1,2,474.202426
1,7,474.211766
1,2,474.214828
1,2,474.21742
1,4,474.222731
1,2,474.225317
-1.0,6,474.232875
1,6,474.240654
1,2,474.243316
1,4,474.248862
1,2,474.251494
1,3,474.255301
1,3,474.259285
-1,6,474.267629
1,6,474.275998
1,2,474.278833
-1,6,474.288469
1,2,474.292072
1,2,474.295782
1,3,474.301608
1,2,474.305851
1,2,474.308586
1,4,474.316803
1,7,474.329939
1,5,474.337898
1,2,474.341361
1,2,474.344211
1,3,474.349475
1,3,474.355129
1,3,474.359949
1,3,474.36484
1,3,474.369097
1,6,474.379937
1,3,474.386235
1,2,474.389745
1,3,474.394559
1,2,474.398213
1,7,474.410452
1,2,474.414844
1,2,474.417636
1,7,474.43023
1,3,474.435639
1,2,474.439514
-1.0,6,474.449722
-1,7,474.460874
1,2,474.464801
1,3,474.470172
1,2,474.473214
1,2,474.476776
1,3,474.48203
1,3,474.48758
-1,6,474.497201
1,3,474.502218
1,2,474.506164
1,4,474.513131
-1.0,5,474.520559
1,3,474.525944
1,3,474.531701
1,2,474.53573
1,4,474.541839
1,2,474.544641
1,3,474.549805
1,3,474.555258
1,6,474.565298
1,5,474.572473
1,2,474.57515
1,2,474.577814
1,3,474.581785
1,2,474.584685
1,3,474.588792
1,2,474.591459
1,6,474.599884
1,4,474.60528
1,3,474.609389
-1.0,6,474.617071
1,2,474.619737
1,2,474.622397
1,3,474.626437
1,4,474.631942
1,2,474.63503
1,4,474.64126
