#{"t_start": 1642524363.8854158, "env_id": "Ataxx-v0"}
r,l,t
1,2,84.910995
1,2,84.914354
-1.0,4,84.920405
1,2,84.923478
1,2,84.926769
1,3,84.938732
1,2,84.94214
1,3,84.947231
-1.0,3,84.951007
-1.0,6,84.966313
1,3,84.97396
-1.0,6,84.98796
-1.0,3,84.992341
1,2,84.995534
-1.0,5,85.002431
1,2,85.005771
-1.0,6,85.014575
1,2,85.017536
1,3,85.024374
-1.0,3,85.028937
1,3,85.033464
1,2,85.037133
-1.0,3,85.042383
-1.0,2,85.044824
-1.0,5,85.052314
1,2,85.055381
1,2,85.058284
1,3,85.063369
1,2,85.066882
-1.0,4,85.073504
1,2,85.076578
1,2,85.079927
1,6,85.091254
-1.0,3,85.095654
1,2,85.098904
1,2,85.102066
-1.0,5,85.111624
-1.0,6,85.121448
1,2,85.124453
1,2,85.128082
-1.0,2,85.130455
1,3,85.135273
1,3,85.139836
1,3,85.144583
1,2,85.147896
-1.0,6,85.158885
1,3,85.163929
-1.0,3,85.167934
1,2,85.171859
1,2,85.175725
1,3,85.180625
1,2,85.184055
1,2,85.187552
-1.0,6,85.198989
1,4,85.207458
-1.0,3,85.212602
1,2,85.215721
-1.0,2,85.219526
1,2,85.226883
1,4,85.236739
-1.0,2,85.243403
-1.0,5,85.25498
-1.0,2,85.257658
-1.0,6,85.269519
-1.0,4,85.277065
-1.0,6,85.291586
1,4,85.299121
-1.0,3,85.306148
-1.0,3,85.312293
1,2,85.317519
1,2,85.32243
-1.0,2,85.325961
-1.0,3,85.330523
-1.0,4,85.340173
1,2,85.344589
1,2,85.348552
1,2,85.352946
-1.0,5,85.364461
-1.0,3,85.369917
1,2,85.375309
1,5,85.385435
-1.0,3,85.390778
-1.0,4,85.39832
1,2,85.402218
-1.0,5,85.41108
1,2,85.414204
1,2,85.417234
-1,6,85.428397
1,2,85.431973
1,2,85.434998
-1.0,6,85.444091
1,2,85.447602
-1,3,85.451391
-1.0,3,85.455492
1,2,85.458423
1,3,85.463263
1,4,85.470053
1,2,85.474101
1,2,85.477673
-1.0,2,85.480278
1,2,85.483405
-1.0,5,85.491242
1,5,85.499859
1,2,85.502985
1,2,85.50658
1,2,85.511361
-1.0,5,85.519303
1,2,85.522405
-1.0,5,85.530475
-1,4,85.536455
1,2,85.540099
-1.0,5,85.547451
1,2,85.550562
1,4,85.558262
1,2,85.561394
1,2,85.564789
1,2,85.568022
1,2,85.571121
-1.0,4,85.577243
1,3,85.582472
-1.0,2,85.584891
1,2,85.588014
-1.0,2,85.590597
-1.0,5,85.598027
-1,4,85.603889
-1.0,2,85.607571
1,2,85.61127
-1.0,4,85.616644
1,4,85.623113
1,2,85.62656
1,5,85.635065
-1.0,4,85.642169
1,2,85.645148
1,2,85.648915
1,2,85.652028
1,4,85.659009
1,2,85.66246
-1.0,6,85.672832
1,2,85.675903
-1.0,4,85.682207
-1.0,3,85.686693
1,2,85.691274
1,2,85.694365
-1,6,85.705385
1,2,85.709232
1,2,85.712681
1,2,85.717221
1,4,85.724777
-1.0,4,85.733261
1,2,85.73632
1,2,85.741362
-1.0,5,85.751134
1,2,85.755091
1,2,85.760304
1,2,85.765319
1,3,85.772352
-1.0,5,85.783827
1,2,85.787967
1,2,85.791451
-1.0,2,85.795936
-1.0,6,85.808784
1,2,85.813276
-1.0,3,85.819499
1,2,85.825577
-1.0,6,85.838353
1,2,85.843392
1,2,85.847572
1,3,85.854303
1,6,85.867732
1,2,85.87275
-1.0,2,85.875862
-1.0,6,85.887501
-1.0,2,85.892208
-1.0,2,85.896902
1,2,85.900218
1,2,85.906552
1,2,85.911145
1,2,85.915679
1,3,85.921567
1,2,85.924855
-1,6,85.936114
1,2,85.940142
-1.0,3,85.944694
1,2,85.948028
1,2,85.951813
-1.0,5,85.963346
1,2,85.966458
1,2,85.970814
1,2,85.974514
-1,2,85.977105
-1.0,5,85.984715
1,3,85.989545
1,2,85.992601
1,2,85.99576
1,2,85.999232
1,2,86.002349
-1.0,3,86.0079
-1.0,4,86.014218
-1.0,5,86.021206
-1,4,86.028185
-1.0,6,86.037749
-1,3,86.043175
1,2,86.047329
1,2,86.05055
-1.0,6,86.060181
-1.0,3,86.064207
1,2,86.068171
1,6,86.080398
1,2,86.083984
-1.0,2,86.086831
1,4,86.096364
1,2,86.100038
-1.0,6,86.111154
1,4,86.118271
1,3,86.124156
1,2,86.127991
1,4,86.135117
1,2,86.13983
1,2,86.143346
1,3,86.148683
-1.0,2,86.152711
-1.0,5,86.162624
-1.0,4,86.171463
1,2,86.177559
1,3,86.183724
-1.0,3,86.189286
-1.0,2,86.192585
1,2,86.196968
1,2,86.201568
1,2,86.205509
1,4,86.213889
-1.0,6,86.228591
1,3,86.236136
-1.0,6,86.249523
-1.0,3,86.254441
1,4,86.261891
-1.0,4,86.269029
-1.0,3,86.275167
-1.0,4,86.281627
-1.0,2,86.28537
1,3,86.291512
-1.0,2,86.294083
-1.0,3,86.30067
1,2,86.305624
1,2,86.311115
1,2,86.316559
-1.0,2,86.320016
-1.0,4,86.328426
-1.0,4,86.335911
1,7,86.352579
-1.0,3,86.358042
-1.0,2,86.360322
-1.0,3,86.366283
1,2,86.370245
-1.0,5,86.378664
1,2,86.382467
-1.0,5,86.389049
-1.0,4,86.394625
-1.0,5,86.401769
-1.0,5,86.409381
1,3,86.414383
-1.0,3,86.417786
1,2,86.420657
-1.0,4,86.426497
1,3,86.431682
-1.0,4,86.437008
-1.0,2,86.441468
-1.0,4,86.447103
-1.0,5,86.453744
-1.0,6,86.461858
-1.0,5,86.468839
-1,3,86.472802
1,3,86.47795
-1.0,4,86.483353
1,2,86.486095
1,2,86.490729
1,2,86.494139
-1.0,4,86.499963
-1.0,1,86.501028
1,2,86.50379
1,2,86.50757
-1.0,3,86.51149
-1.0,2,86.514707
1,2,86.517787
1,2,86.520916
-1.0,2,86.523927
1,2,86.527861
-1,4,86.533913
-1.0,3,86.538012
-1.0,4,86.544462
-1.0,6,86.552911
-1.0,6,86.563301
1,2,86.56618
-1,5,86.573149
1,2,86.577097
1,2,86.58105
-1.0,4,86.586321
-1.0,3,87.915502
-1.0,3,87.920124
1,2,87.923614
-1,6,87.934789
1,3,87.939951
-1.0,5,87.947216
1,3,87.952577
1,3,87.959209
-1.0,3,87.964119
1,4,87.969844
1,2,87.972988
1,2,87.977261
1,5,87.985545
1,4,87.991371
-1.0,2,87.994375
-1.0,3,87.998647
-1.0,2,88.00095
-1.0,4,88.005968
1,3,88.011256
1,5,88.019149
1,3,88.023597
1,4,88.030125
1,2,88.033127
-1.0,6,88.042733
1,6,88.05279
-1.0,4,88.063962
1,4,88.070338
1,2,88.073394
1,2,88.076279
-1.0,4,88.081626
-1.0,3,88.08635
1,3,88.092348
1,2,88.096029
1,2,88.099112
1,2,88.102095
-1.0,5,88.109886
-1.0,4,88.116012
-1.0,6,88.124165
1,2,88.127853
1,3,88.132634
-1.0,6,88.141493
1,3,88.14637
-1,4,88.15222
1,2,88.155093
1,2,88.158357
1,4,88.164732
1,2,88.168299
1,6,88.179001
1,3,88.18459
-1.0,6,88.194041
-1.0,4,88.200026
-1.0,5,88.206957
1,2,88.20991
-1.0,4,88.215834
-1.0,5,88.22525
-1.0,3,88.230832
1,2,88.233776
1,2,88.2374
-1.0,5,88.245551
-1.0,3,88.249872
-1.0,5,88.256776
-1.0,5,88.264158
1,3,88.269021
1,2,88.271988
-1,6,88.281299
1,2,88.284404
1,4,88.291268
-1.0,4,88.297496
1,2,88.300378
-1.0,3,88.304054
1,4,88.311593
-1.0,4,88.317078
-1.0,4,88.322366
-1.0,3,88.326669
1,2,88.329559
1,6,88.338769
-1.0,4,88.344062
1,3,88.348505
1,2,88.352144
1,2,88.355059
1,2,88.359334
1,2,88.363239
-1.0,5,88.36993
-1.0,5,88.377856
1,2,88.381229
1,3,88.385671
1,5,88.393866
-1.0,6,88.40292
-1.0,3,88.407124
1,2,88.410522
1,3,88.415583
-1.0,4,88.421142
-1.0,2,88.423721
-1,4,88.430081
-1.0,6,88.438625
1,3,88.444504
1,2,88.44857
1,2,88.451802
1,3,88.456338
1,5,88.46419
-1.0,5,88.471395
1,6,88.48068
1,2,88.483953
-1.0,2,88.486521
-1.0,6,88.497163
1,2,88.500113
1,4,88.507323
1,4,88.515357
-1.0,3,88.519269
1,4,88.52523
-1.0,4,88.53083
-1.0,3,88.535054
1,2,88.538073
1,3,88.542914
1,3,88.547712
1,2,88.551127
1,2,88.554111
1,3,88.559064
-1.0,5,88.566861
1,4,88.573352
1,2,88.578177
1,3,88.583077
-1.0,6,88.591622
1,2,88.595399
1,2,88.598609
1,3,88.603111
-1.0,6,88.611986
1,2,88.614842
1,2,88.617965
-1.0,5,88.626214
-1.0,5,88.63398
1,2,88.637335
-1.0,3,88.642441
1,2,88.645445
-1.0,5,88.653263
-1.0,6,88.66208
-1.0,4,88.667692
1,2,88.6705
-1.0,3,88.674945
1,2,88.678439
1,3,88.682751
1,2,88.685833
-1.0,4,88.69141
1,2,88.694495
1,2,88.698487
1,2,88.701984
-1.0,5,88.710017
1,2,88.714879
1,3,88.723622
-1.0,2,88.729375
1,2,88.736362
1,3,88.748344
-1.0,6,88.765525
1,6,88.778382
1,3,88.784801
1,3,88.790766
1,6,88.803404
1,2,88.808828
1,2,88.813893
1,2,88.817923
1,2,88.821601
1,2,88.827093
-1.0,2,88.831112
-1,6,88.843513
-1.0,4,88.850438
1,2,88.853531
-1.0,5,88.860336
1,2,88.863257
1,5,88.871623
1,2,88.874536
1,2,88.87749
1,7,88.888397
1,2,88.892049
1,5,88.900491
1,4,88.9068
1,2,88.910879
1,2,88.914195
-1.0,4,88.921256
1,2,88.924369
-1.0,2,88.9277
1,2,88.932759
-1.0,6,88.94383
1,3,88.949048
1,2,88.953346
1,2,88.959464
1,2,88.966328
1,2,88.970868
-1.0,3,88.978114
1,2,88.984286
-1.0,3,88.990352
-1.0,7,89.005183
1,2,89.009955
1,2,89.01503
-1.0,3,89.020903
1,3,89.02996
-1.0,5,89.039747
-1.0,3,89.045883
1,2,89.051256
-1.0,4,89.06107
1,2,89.064467
-1,4,89.072495
1,2,89.076552
-1.0,3,89.082242
1,4,89.091976
-1.0,5,89.101886
-1,6,89.116095
-1.0,5,89.124799
-1.0,2,89.128787
1,3,89.135076
1,2,89.140346
-1.0,6,89.152357
1,2,89.15564
-1.0,3,89.164134
1,3,89.170655
-1.0,6,89.18313
-1.0,6,89.195202
-1.0,3,89.201132
-1.0,4,89.208231
1,4,89.215742
1,2,89.219947
-1.0,5,89.230459
1,3,89.235956
-1.0,2,89.238611
1,2,89.242914
1,2,89.246702
-1.0,5,89.254691
-1.0,3,89.258848
-1,6,89.269125
1,3,89.273571
-1.0,5,89.281052
1,3,89.285987
1,2,89.288857
1,2,89.292499
1,2,89.296549
-1.0,6,89.305518
1,2,89.309839
-1.0,6,89.319415
1,2,89.322348
1,2,89.325439
1,3,89.330227
1,2,89.333712
-1.0,4,89.338902
-1.0,3,89.343683
1,6,89.353899
-1.0,3,89.357865
-1.0,4,89.363929
1,2,89.366841
1,4,89.373049
-1.0,5,89.382287
-1.0,5,89.389885
1,2,89.394303
-1.0,2,89.396986
1,3,89.402132
-1.0,3,89.405926
1,3,89.410434
1,3,89.415101
1,3,89.420042
1,2,89.423247
1,3,89.429522
1,3,89.434468
-1.0,3,89.438749
-1.0,3,89.444686
-1.0,6,89.455722
1,3,89.462138
-1.0,2,89.465547
1,2,89.469164
-1.0,2,89.472386
1,2,89.476352
-1.0,2,89.479869
1,2,89.483236
1,3,89.48849
1,3,89.49478
-1.0,5,89.504424
-1.0,4,89.512271
1,2,89.519859
-1.0,5,89.532424
1,3,89.541453
1,3,89.550613
1,3,89.555294
1,2,89.55964
1,3,89.565841
1,3,89.571054
1,2,89.574557
1,6,89.584869
1,2,89.587863
-1.0,4,89.593755
-1.0,3,89.597665
-1.0,4,89.603218
1,4,89.609508
1,3,89.614335
1,3,89.61971
1,2,89.622943
-1.0,4,89.630969
1,2,89.634032
1,3,89.63965
1,2,89.644737
1,2,89.649504
-1.0,3,89.655402
-1.0,2,89.658098
1,3,89.664365
1,3,89.67053
-1.0,2,89.674401
-1.0,6,89.685697
-1.0,3,89.691086
-1.0,5,89.700494
1,2,89.70532
1,2,89.710459
-1.0,3,89.717072
1,4,89.725701
1,2,89.729784
1,2,89.733822
1,3,89.739285
1,5,89.74863
-1,3,89.753153
-1.0,3,89.757152
-1.0,3,89.761487
-1.0,4,89.768199
1,3,89.772547
-1.0,5,89.782792
1,4,89.788703
-1.0,5,89.797173
1,3,89.803185
1,4,89.810718
-1.0,6,89.820499
-1.0,6,89.830612
1,2,89.846717
1,2,89.850178
1,2,89.853631
-1.0,4,89.858947
-1.0,3,89.862883
1,2,89.866921
1,2,89.869869
1,6,89.880117
1,2,89.883106
1,2,89.886755
1,3,89.892115
-1.0,3,89.897128
-1.0,4,89.903481
1,2,89.906933
-1.0,5,89.917681
1,4,89.924661
1,4,89.932236
1,2,89.936119
1,3,89.941363
1,2,89.94464
1,5,89.953457
1,2,89.956884
-1,6,89.968999
1,2,89.972679
-1.0,6,89.983055
1,3,89.98863
-1.0,5,89.996785
1,2,90.000363
1,3,90.005422
1,2,90.009286
1,2,90.013897
1,3,90.019729
-1.0,3,90.023972
-1.0,3,90.028563
1,3,90.033981
1,2,90.037764
-1.0,5,90.046544
1,3,90.053228
1,2,90.05655
1,2,90.060512
1,6,90.069551
-1.0,6,90.078654
-1.0,4,90.084233
1,4,90.090245
-1.0,1,90.091413
1,2,90.095394
1,6,90.105704
-1.0,6,90.115532
-1.0,4,90.121481
1,2,90.124382
1,3,90.129046
-1.0,3,90.133629
1,2,90.136517
-1,3,90.140197
-1.0,4,90.146528
1,4,90.152743
1,3,90.157149
1,2,90.160769
-1.0,5,90.168387
-1.0,6,90.177599
-1.0,2,90.180141
1,2,90.183453
1,3,90.188691
1,2,90.192048
-1.0,1,90.193791
1,3,90.198242
1,5,90.20797
-1.0,3,90.212393
1,2,90.215278
1,3,90.220703
-1.0,5,90.228891
1,5,90.237626
-1.0,6,90.246495
1,2,90.249802
1,2,90.252636
1,2,90.255869
1,2,90.259036
1,3,90.263965
1,2,90.267152
-1.0,4,90.272295
-1.0,3,90.276435
-1.0,4,90.282056
1,3,90.286948
-1.0,2,90.289428
1,2,90.292423
-1.0,2,90.295153
1,2,90.299047
1,2,90.302593
1,4,90.308783
1,5,90.316893
1,2,90.32104
1,4,90.329156
1,3,90.334165
-1.0,4,90.339355
1,2,90.342405
1,2,90.34552
1,2,90.348415
1,2,90.352083
1,2,90.354999
-1.0,3,90.359439
1,3,90.365165
1,2,90.368611
1,2,90.37172
-1.0,6,90.381101
1,2,90.384021
-1.0,6,90.393445
-1.0,6,90.402315
-1,4,90.407313
-1.0,5,90.415165
-1.0,3,90.419572
-1.0,5,90.427369
1,5,90.435865
1,6,90.44567
1,2,90.449011
-1.0,4,90.454736
-1.0,5,90.461925
1,2,90.464874
-1.0,4,90.470942
-1.0,5,90.479302
-1.0,6,90.488237
1,3,90.493267
1,2,90.497767
1,2,90.500744
1,2,90.504146
1,2,90.507013
-1.0,4,90.513205
-1.0,3,90.517439
-1.0,4,90.523355
1,2,90.526754
1,3,90.531235
1,2,90.534575
1,2,90.537478
1,3,90.541847
1,5,90.550926
1,2,90.553965
1,2,90.556892
-1.0,2,90.559623
1,2,90.563934
1,2,90.567167
-1.0,2,90.570259
1,2,90.573092
-1.0,7,90.583791
1,3,90.59014
1,2,90.59465
-1.0,4,90.600236
1,2,90.6031
-1.0,4,90.608237
1,3,90.612831
-1.0,5,90.619882
-1.0,5,90.627479
1,2,90.631457
1,2,90.634416
1,2,90.637475
1,2,90.640504
1,2,90.644013
-1.0,7,90.654936
1,3,90.659572
1,4,90.666067
-1.0,5,90.673189
1,3,90.678319
1,3,90.682836
1,2,90.686022
1,2,90.688998
-1.0,6,90.698555
1,2,90.702235
1,2,90.705268
1,2,90.708487
1,4,90.71613
-1.0,3,90.720522
1,3,90.724959
1,2,90.72866
1,4,90.734825
1,2,90.737971
-1,4,90.743335
-1.0,2,90.745927
-1.0,3,90.750363
-1.0,3,90.754941
-1.0,2,90.762325
1,3,90.767457
-1,7,90.778771
1,6,90.788788
-1.0,5,90.797139
-1.0,5,90.804988
-1.0,4,90.811704
1,2,90.814828
1,3,90.81989
-1.0,2,90.822586
-1.0,4,90.830355
-1.0,2,90.833303
1,3,90.838574
1,2,90.842263
1,2,90.847687
-1.0,6,90.860288
-1.0,3,90.865208
-1.0,5,90.873974
1,2,90.877399
-1.0,2,90.880562
-1.0,6,90.89032
-1.0,3,90.896886
1,4,90.903797
-1.0,4,90.910549
1,3,90.915925
-1.0,5,90.924861
1,3,90.930509
-1.0,3,90.935249
1,4,90.941926
-1.0,6,90.952204
-1.0,3,90.956725
1,5,90.966045
1,4,90.97242
-1.0,4,90.979289
1,2,90.98275
1,2,90.985666
1,5,90.994201
1,2,90.997199
-1.0,5,91.004816
1,2,91.007705
1,3,91.012673
1,2,91.015589
1,2,91.019161
1,2,91.022023
-1,6,91.032757
1,2,91.036247
1,2,91.040214
1,2,91.043855
-1.0,3,91.049091
-1.0,2,91.051436
1,5,91.059653
1,2,91.062882
1,2,91.066251
1,5,91.073857
1,2,91.077467
1,3,91.082592
-1.0,5,91.090575
-1.0,4,91.097156
1,3,91.10277
1,2,91.10668
1,3,91.113492
-1.0,5,91.125174
-1.0,4,91.132047
-1.0,2,91.135679
-1.0,2,91.139294
-1.0,3,91.144164
-1.0,6,91.156884
-1.0,2,91.162106
1,2,91.167325
-1.0,5,91.179037
1,4,91.188742
1,4,91.198358
-1.0,5,91.20954
-1.0,4,91.219253
1,2,91.224306
-1.0,3,91.231955
-1,5,91.242385
1,3,91.25122
1,5,91.262723
1,2,91.267181
-1,6,91.278919
1,3,91.285065
1,2,91.288995
1,2,91.294372
1,2,91.300201
-1.0,6,91.315266
-1,5,91.327604
1,2,91.333437
-1.0,6,91.347645
-1.0,3,91.353378
1,3,91.360371
1,3,91.367756
-1.0,3,91.374059
1,2,91.378759
1,2,91.383715
1,2,91.389811
1,3,91.396638
1,2,91.401139
-1.0,3,91.407524
1,2,91.412245
1,2,91.415753
1,2,91.420515
1,4,91.432561
-1.0,6,91.444592
1,2,91.448858
1,2,91.452272
1,2,91.456337
-1.0,4,91.463753
1,2,91.468117
-1.0,4,91.476363
1,3,91.48239
1,2,91.487448
-1.0,5,91.500075
1,2,91.505264
1,2,91.510417
1,2,91.516217
1,2,91.520467
1,2,91.523989
-1.0,3,91.530733
1,2,91.535352
-1.0,4,91.544272
-1.0,5,93.051058
1,3,93.055589
-1.0,2,93.057944
1,2,93.061195
1,2,93.064029
-1.0,5,93.071537
1,2,93.074416
-1,6,93.085449
1,5,93.093658
1,2,93.09797
1,2,93.100955
-1.0,5,93.121563
1,2,93.124522
-1.0,3,93.128836
-1.0,3,93.133001
-1.0,4,93.138985
-1.0,2,93.141544
-1.0,5,93.14854
-1.0,6,93.157851
-1.0,5,93.166136
1,2,93.169301
-1.0,6,93.177677
1,3,93.183459
1,2,93.186902
1,2,93.190258
1,3,93.194918
1,2,93.19781
1,2,93.2018
1,2,93.205357
1,2,93.20841
1,2,93.212559
-1.0,5,93.220522
-1.0,4,93.226191
-1.0,7,93.238335
-1.0,6,93.248205
-1,3,93.254116
1,3,93.259016
-1.0,2,93.26159
1,3,93.266454
1,2,93.269395
-1.0,3,93.274084
1,3,93.278766
-1.0,5,93.286881
1,2,93.291298
1,4,93.300313
1,2,93.304794
1,6,93.315775
1,2,93.318665
1,2,93.322418
1,6,93.331606
1,7,93.342118
1,3,93.347649
1,3,93.352067
1,4,93.358824
-1.0,5,93.366728
1,2,93.370368
1,2,93.373217
1,2,93.376175
-1.0,2,93.379054
-1.0,2,93.382524
1,2,93.385388
1,2,93.388991
1,3,93.393393
-1.0,3,93.397153
1,6,93.407012
1,2,93.409913
-1.0,6,93.418224
1,2,93.421093
1,2,93.424517
-1.0,6,93.434965
-1.0,4,93.440791
-1.0,5,93.448875
1,3,93.4535
1,2,93.456572
-1.0,4,93.461562
1,2,93.464376
-1.0,6,93.473838
1,2,93.476694
1,3,93.481602
-1.0,4,93.487636
1,3,93.492608
1,2,93.496051
1,3,93.501278
-1.0,6,93.510174
-1.0,5,93.519002
1,2,93.522538
1,2,93.525492
-1.0,5,93.532813
1,3,93.537116
1,2,93.540623
1,2,93.543538
1,2,93.546491
-1.0,2,93.54919
-1.0,5,93.557995
1,3,93.564062
1,2,93.567981
1,5,93.577249
-1.0,6,93.589078
-1.0,2,93.591517
1,3,93.59635
1,2,93.600031
-1.0,4,93.606334
1,4,93.613019
-1.0,4,93.619268
1,3,93.624168
1,6,93.63424
1,3,93.639288
1,2,93.642543
1,2,93.645493
-1.0,4,93.651945
1,2,93.655407
-1.0,5,93.662185
1,3,93.666957
-1.0,5,93.674109
-1.0,5,93.680703
1,2,93.683628
1,3,93.688111
1,3,93.69316
1,2,93.697937
-1.0,6,93.708395
1,2,93.711607
1,2,93.716129
-1,6,93.726321
-1.0,5,93.733975
1,2,93.736959
1,3,93.742692
1,2,93.746539
-1.0,6,93.756842
1,2,93.759879
1,4,93.766759
1,2,93.770539
1,3,93.775006
1,3,93.781661
1,2,93.788565
1,3,93.79339
1,2,93.796459
-1.0,2,93.798876
1,2,93.80195
1,2,93.805358
-1.0,6,93.814165
-1.0,4,93.820655
1,2,93.824426
1,2,93.827635
1,2,93.832167
1,3,93.838685
1,2,93.843049
1,2,93.847257
1,3,93.853081
1,5,93.862372
-1.0,6,93.873574
1,2,93.876484
1,2,93.881372
1,4,93.889467
-1,2,93.892819
1,2,93.897121
-1.0,3,93.903111
1,3,93.908688
-1.0,2,93.91141
-1.0,4,93.921329
-1.0,6,93.93313
-1.0,3,93.938504
-1.0,3,93.942865
-1,2,93.946675
1,2,93.949686
-1.0,4,93.957541
1,4,93.966067
1,3,93.972321
-1.0,4,93.97972
-1,6,93.990419
1,5,93.998208
-1.0,4,94.004913
-1.0,6,94.015095
1,4,94.0221
1,2,94.025532
1,3,94.032803
-1.0,2,94.037939
1,5,94.046774
1,2,94.055331
1,3,94.061596
-1.0,6,94.07105
1,3,94.075956
1,2,94.079134
1,4,94.086029
1,4,94.092772
1,2,94.097658
1,2,94.102233
1,2,94.106019
-1.0,5,94.115682
-1.0,6,94.124866
-1.0,5,94.13283
-1.0,3,94.137191
1,2,94.141665
1,2,94.145287
1,2,94.149239
1,5,94.159872
1,3,94.1673
1,6,94.177843
1,2,94.18356
-1.0,3,94.188284
1,4,94.194789
1,5,94.203547
1,3,94.208868
-1.0,3,94.213303
-1.0,4,94.219337
1,3,94.224105
1,3,94.230135
1,2,94.234047
-1.0,6,94.243811
1,2,94.24788
1,2,94.251986
1,3,94.258295
1,3,94.26403
1,2,94.268343
-1.0,5,94.277236
-1.0,3,94.282026
-1.0,5,94.289984
1,3,94.295072
1,2,94.299317
1,2,94.303004
-1.0,4,94.309047
1,3,94.313837
1,2,94.318172
1,2,94.322762
-1.0,3,94.327325
1,5,94.33557
1,6,94.345409
-1.0,6,94.354647
1,2,94.358121
1,3,94.363217
-1.0,5,94.371814
-1.0,4,94.377429
-1.0,3,94.383479
1,4,94.390566
1,2,94.394106
1,2,94.397955
-1.0,4,94.404901
1,2,94.4081
1,2,94.41134
1,2,94.415688
-1.0,5,94.425472
1,5,94.436259
1,2,94.439649
-1.0,4,94.445535
1,2,94.450468
1,2,94.454085
1,5,94.462678
1,3,94.467563
-1,2,94.470086
1,6,94.481357
1,2,94.485626
1,4,94.493258
1,3,94.500767
1,2,94.505385
1,2,94.509714
1,4,94.518776
1,2,94.523808
1,2,94.528202
1,3,94.534839
-1.0,4,94.54182
1,6,94.556698
1,2,94.560744
-1.0,3,94.567218
1,2,94.572346
1,4,94.58414
1,2,94.59013
-1.0,5,94.601146
1,2,94.605461
1,2,94.609638
1,3,94.616553
1,3,94.623639
1,2,94.627724
-1.0,4,94.637465
1,3,94.643687
1,2,94.64846
1,2,94.653468
1,2,94.657822
-1.0,3,94.663721
1,2,94.668638
-1.0,3,94.674747
1,3,94.681655
1,2,94.686509
-1.0,3,94.692199
-1.0,6,94.703914
1,4,94.711271
1,2,94.718053
-1.0,3,94.723906
1,3,94.730898
-1,6,94.744882
1,2,94.749347
1,2,94.753966
1,2,94.758318
1,2,94.763913
1,4,94.773346
-1.0,5,94.785334
-1.0,5,94.796923
-1.0,3,94.803093
1,2,94.808075
-1.0,4,94.817379
1,4,94.827181
1,2,94.832785
1,2,94.838075
-1.0,3,94.843928
1,3,94.852414
1,3,94.860018
-1.0,6,94.871123
1,2,94.875794
-1.0,7,94.890117
-1.0,2,94.893852
1,2,94.89972
1,3,94.905679
1,2,94.909145
-1.0,5,94.918127
-1.0,6,94.927681
-1.0,6,94.938449
-1,6,94.966125
1,2,94.971076
1,3,94.977106
1,2,94.983163
1,2,94.987433
-1,6,94.999201
-1.0,6,95.010531
1,2,95.014863
1,2,95.019329
-1.0,4,95.026138
-1.0,4,95.03646
1,2,95.039872
1,2,95.044606
1,3,95.05168
-1.0,2,95.055672
1,4,95.063262
1,4,95.072103
1,3,95.077075
1,4,95.086568
-1.0,5,95.097155
1,2,95.104967
1,3,95.111683
1,3,95.119159
-1.0,2,95.123311
1,2,95.12846
1,2,95.134076
1,4,95.141718
1,2,95.14652
1,2,95.151196
1,3,95.157035
1,2,95.160385
-1.0,2,95.164399
1,2,95.170033
1,4,95.17767
1,2,95.182626
1,3,95.189252
-1.0,4,95.196414
-1.0,6,95.209478
-1.0,3,95.214822
-1.0,5,95.224323
1,3,95.229223
1,2,95.233247
-1.0,5,95.241121
1,2,95.244533
-1.0,6,95.256478
1,2,95.259903
-1.0,2,95.26342
1,4,95.270059
1,2,95.274236
1,2,95.277842
-1.0,6,95.288295
1,2,95.292212
-1.0,1,95.293375
1,2,95.296769
1,2,95.300948
-1.0,4,95.308004
1,2,95.311325
-1.0,2,95.315425
-1.0,3,95.320021
-1.0,6,95.328856
1,2,95.332445
-1,6,95.34325
1,4,95.3517
1,2,95.354844
-1.0,6,95.364486
-1.0,2,95.370064
-1.0,1,95.37145
1,2,95.375424
-1.0,4,95.383097
1,2,95.387759
1,2,95.391125
1,6,95.400787
1,3,95.406031
-1.0,3,95.410255
-1.0,2,95.412901
1,2,95.41625
1,2,95.420038
1,2,95.423921
-1.0,5,95.432956
1,4,95.439616
1,2,95.443382
1,2,95.446481
1,3,95.451532
1,3,95.45743
1,6,95.467483
1,4,95.474407
1,2,95.477531
1,4,95.48596
-1.0,5,95.496761
-1.0,6,95.509123
1,4,95.518704
-1.0,4,95.525274
1,4,95.532067
1,2,95.535729
1,2,95.540277
1,2,95.545702
-1.0,2,95.549339
-1.0,6,95.562094
1,2,95.567617
1,2,95.572421
1,4,95.5813
1,3,95.589262
-1,5,95.599448
1,2,95.603798
1,4,95.615469
-1.0,6,95.632269
-1.0,5,95.644722
-1.0,2,95.649601
-1.0,3,95.659671
-1,4,95.668363
1,2,95.672258
1,2,95.676069
-1.0,5,95.687246
-1,6,95.702646
1,2,95.706631
1,2,95.711264
1,2,95.716678
-1.0,5,95.726727
1,3,95.732757
1,2,95.736517
-1,6,95.749323
-1.0,2,95.753998
1,2,95.757527
1,4,95.766853
-1.0,6,95.778487
1,4,95.789958
-1.0,5,95.800288
1,5,95.811929
1,2,95.815688
1,2,95.821094
1,2,95.826058
-1.0,4,95.837847
1,2,95.841951
1,6,95.856253
-1.0,3,95.862092
1,2,95.866972
1,2,95.870358
1,2,95.87548
-1.0,3,95.881727
1,2,95.886516
-1.0,3,95.891791
1,2,95.895476
-1.0,3,95.901451
-1.0,4,95.912669
-1.0,5,95.928594
