#{"t_start": 1642525102.3269677, "env_id": "Ataxx-v0"}
r,l,t
-1.0,15,1814.304757
1,3,1814.309904
1,3,1814.314783
1,4,1814.321451
1,4,1814.327909
1,3,1814.332604
1,4,1814.338964
1,4,1814.345991
1,3,1814.350745
1,3,1814.355594
1,3,1814.360469
-1,13,1814.38562
1,3,1814.390491
1,5,1814.398482
1,4,1814.40468
-1.0,4,1814.41104
1,3,1814.416694
-1,15,1814.447002
1,4,1814.45428
-1.0,3,1814.457983
1,5,1814.465825
1,4,1814.472244
1,5,1814.480628
-1,14,1814.50706
1,4,1814.513364
1,3,1814.518269
1,4,1814.52595
1,3,1814.531292
1,4,1814.537771
1,3,1814.543148
1,3,1814.548516
1,3,1814.556009
1,4,1814.562658
1,4,1814.569357
1,3,1814.573956
1,3,1814.578368
1,3,1814.583201
1,4,1814.590013
1,4,1814.596865
1,3,1814.602916
1,4,1814.60941
1,3,1814.614581
1,4,1814.620867
1,3,1814.625744
1,4,1814.632045
1,3,1814.636455
1,3,1814.641095
1,4,1814.647348
1,4,1814.653772
1,4,1814.661502
1,3,1814.666158
1,3,1814.697096
1,4,1814.703196
1,3,1814.707816
1,4,1814.714003
1,3,1814.718576
-1,14,1814.746504
1,3,1814.751179
1,3,1814.755851
1,4,1814.762223
1,3,1814.76725
1,3,1814.771673
1,3,1814.776061
-1.0,5,1814.782989
-1,15,1814.813145
1,4,1814.819174
-1,11,1814.840224
-1,15,1814.868961
-1,14,1814.895529
1,4,1814.902542
-1.0,8,1814.916152
1,4,1814.922251
1,4,1814.928464
1,3,1814.933233
1,3,1814.938106
1,3,1814.943639
1,4,1814.950238
-1.0,8,1814.964356
1,3,1814.969188
-1.0,4,1814.975988
1,4,1814.982772
1,3,1814.987448
1,4,1814.994199
1,4,1815.001283
1,3,1815.007079
1,3,1815.012043
-1.0,6,1815.02121
1,4,1815.027501
1,3,1815.032202
1,3,1815.037397
1,3,1815.041904
1,3,1815.046656
1,4,1815.053374
-1,14,1815.080483
-1,16,1815.111526
1,4,1815.118113
1,3,1815.123102
1,5,1815.131344
1,3,1815.136315
1,4,1815.14293
1,3,1815.147872
1,3,1815.152675
1,4,1815.15903
1,3,1815.163457
-1.0,10,1815.17976
1,4,1815.186469
1,4,1815.193111
1,3,1815.198084
-1.0,6,1815.207464
-1.0,8,1815.220868
1,3,1815.225834
1,3,1815.230397
1,3,1815.235059
1,3,1815.240536
1,4,1815.246856
1,4,1815.253485
1,3,1815.258982
1,3,1815.26434
1,3,1815.269048
1,4,1815.275322
-1.0,16,1815.305759
-1.0,13,1815.32858
-1,15,1815.359288
1,3,1815.364599
1,4,1815.371443
1,4,1815.377686
1,4,1815.38393
1,3,1815.389293
1,3,1815.394545
1,3,1815.399236
1,4,1815.405757
1,3,1815.410272
1,4,1815.416344
1,4,1815.422511
1,5,1815.431743
1,4,1815.438756
1,3,1815.443375
1,3,1815.448043
1,4,1815.45434
1,3,1815.458989
1,3,1815.463929
1,3,1815.469474
1,4,1815.476467
1,5,1815.484569
-1.0,15,1816.705842
1,3,1816.710395
1,5,1816.718709
1,3,1816.723899
1,3,1816.728944
1,3,1816.733674
1,3,1816.738405
1,4,1816.745348
1,4,1816.75167
1,3,1816.756428
1,4,1816.764089
1,4,1816.770294
1,3,1816.774925
1,3,1816.779531
1,3,1816.784193
1,3,1816.789175
1,3,1816.794072
1,4,1816.8009
1,3,1816.805717
1,3,1816.810364
1,4,1816.816823
1,3,1816.821526
-1.0,4,1816.826982
1,3,1816.832213
1,3,1816.837287
1,4,1816.843946
1,5,1816.852252
1,4,1816.858516
-1.0,8,1816.873435
1,3,1816.878197
1,4,1816.884612
1,3,1816.889275
1,3,1816.894165
1,5,1816.903328
1,3,1816.907994
1,3,1816.912678
1,4,1816.918931
1,5,1816.92724
1,5,1816.935846
1,4,1816.942459
1,3,1816.947136
1,4,1816.953476
1,3,1816.958173
1,5,1816.966113
1,3,1816.97127
1,4,1816.9777
-1,15,1817.006393
1,3,1817.011073
1,4,1817.017307
1,3,1817.021978
-1.0,13,1817.045441
1,3,1817.050133
1,4,1817.057174
-1.0,13,1817.079695
1,3,1817.084464
-1,15,1817.113941
-1.0,2,1817.117107
1,3,1817.122118
1,3,1817.126863
1,4,1817.13365
1,3,1817.138333
1,3,1817.1434
1,3,1817.148297
1,5,1817.156584
1,4,1817.16354
-1.0,4,1817.168948
-1.0,13,1817.192379
1,4,1817.199267
1,3,1817.204194
1,4,1817.211813
1,5,1817.22046
-1.0,5,1817.22759
1,4,1817.233997
1,4,1817.249771
1,3,1817.260048
1,3,1817.265498
1,5,1817.274245
-1.0,4,1817.279961
1,4,1817.286552
1,4,1817.292963
1,4,1817.299388
-1,7,1817.311096
1,4,1817.317848
-1.0,4,1817.323474
1,3,1817.328611
1,5,1817.337393
1,4,1817.344307
-1.0,9,1817.362166
1,3,1817.369582
1,4,1817.380629
1,3,1817.386567
1,4,1817.395308
1,4,1817.402524
-1,14,1817.438268
1,3,1817.445277
1,4,1817.453925
1,3,1817.45961
1,3,1817.465579
1,4,1817.474756
1,4,1817.482898
-1,13,1817.511321
1,3,1817.517529
1,4,1817.525457
1,4,1817.535193
1,4,1817.543283
-1.0,5,1817.552825
1,5,1817.562159
1,5,1817.572632
1,3,1817.578825
1,4,1817.586875
-1.0,4,1817.59493
1,4,1817.60244
1,3,1817.608263
1,3,1817.614215
1,3,1817.620316
1,3,1817.626254
1,3,1817.632005
1,4,1817.639802
1,3,1817.645823
1,4,1817.653398
1,3,1817.659355
1,4,1817.668733
-1,14,1817.731878
1,5,1817.743166
1,3,1817.748798
1,5,1817.759696
-1,15,1817.794186
-1.0,5,1817.802905
1,4,1817.810543
-1.0,6,1817.821884
1,3,1817.827212
1,4,1817.834278
1,3,1817.83937
1,4,1817.845606
1,3,1817.850221
1,4,1817.856436
1,4,1817.862749
1,3,1817.867421
1,4,1817.873532
-1,10,1817.891067
1,3,1817.895744
1,3,1817.900374
1,3,1817.904969
-1,14,1817.930555
1,4,1817.936723
1,4,1817.943201
-1.0,6,1817.952013
1,4,1817.958129
1,3,1817.962776
1,4,1817.968939
1,4,1817.97557
1,3,1817.980387
1,4,1817.987486
1,3,1817.992046
1,4,1817.998319
1,4,1818.004384
-1.0,6,1818.013173
1,3,1818.017775
1,3,1818.022278
1,6,1818.032345
1,3,1818.037862
1,3,1818.043036
1,4,1818.04967
1,4,1818.055977
1,3,1818.060603
1,3,1818.065258
1,3,1818.069873
1,4,1818.076125
1,3,1818.080611
1,3,1818.085375
1,4,1818.092634
1,3,1818.097279
-1,15,1818.1312
1,3,1818.136073
1,4,1818.142475
1,4,1818.148722
1,4,1818.154997
1,4,1818.161264
1,4,1818.167575
1,6,1818.177332
1,4,1818.183562
1,4,1818.189782
1,3,1818.194405
1,3,1818.199033
1,5,1818.206898
1,4,1818.213329
1,4,1818.219553
1,3,1818.224188
1,3,1818.228795
1,4,1818.234944
-1.0,4,1818.239957
1,3,1818.244564
1,3,1818.249225
1,4,1818.255393
1,4,1818.261527
1,4,1818.267725
1,3,1818.272382
1,3,1818.276959
1,3,1818.281615
1,4,1818.288092
1,3,1818.292667
-1.0,6,1818.301561
1,3,1818.30607
1,4,1818.312405
1,5,1818.320327
1,4,1818.326562
1,4,1818.33274
1,5,1818.340724
1,3,1818.345412
-1,11,1818.365261
1,3,1818.370044
-1.0,16,1818.399523
1,4,1818.406215
-1.0,5,1818.413307
1,3,1818.417851
1,4,1818.424034
1,4,1818.430342
1,3,1818.434854
1,4,1818.441051
1,3,1818.44579
1,3,1818.450696
1,3,1818.455198
1,5,1818.463275
1,3,1818.467749
1,3,1818.472233
1,4,1818.478472
1,3,1818.483087
1,4,1818.48939
1,4,1818.496034
1,4,1818.503493
1,3,1818.50837
1,3,1818.513178
1,3,1818.517945
-1.0,9,1818.535995
1,4,1818.543635
1,4,1818.550782
1,3,1818.557014
1,3,1818.562807
1,4,1818.571178
-1.0,7,1818.58377
1,3,1818.590711
1,3,1818.596607
-1,13,1818.621893
1,4,1818.628175
1,3,1818.632675
1,3,1818.63729
1,4,1818.643386
1,3,1818.648001
1,4,1818.654134
1,4,1818.660466
1,3,1818.665146
-1.0,5,1818.671935
-1.0,12,1818.693116
1,3,1818.697694
1,3,1818.702312
1,4,1818.708467
1,3,1818.713229
1,3,1818.717861
1,3,1818.722349
1,3,1818.726955
1,3,1818.73143
1,3,1818.736032
1,4,1818.742091
1,3,1818.746693
1,3,1818.751316
1,4,1818.757592
1,3,1818.7621
1,3,1818.766695
1,4,1818.772964
1,3,1818.777587
1,3,1818.782278
-1.0,7,1818.79279
1,3,1818.797459
-1,7,1818.808902
1,4,1818.815189
1,3,1818.819802
1,3,1818.824338
1,3,1818.829032
-1,13,1818.853534
1,3,1818.85803
1,3,1818.863153
1,3,1818.868421
1,3,1818.873319
-1,16,1818.903184
1,3,1818.907718
-1.0,11,1818.927202
-1.0,8,1818.947046
1,4,1818.95529
1,4,1818.96325
1,4,1818.970467
1,4,1818.977106
-1.0,3,1818.981242
1,4,1818.987386
1,3,1818.991905
1,3,1818.996363
1,7,1819.008366
1,5,1819.016405
1,3,1819.020957
-1.0,7,1819.032683
1,3,1819.037402
-1,15,1819.065813
1,3,1819.070573
1,3,1819.075149
1,3,1819.079721
1,3,1819.084342
1,4,1819.090596
1,4,1819.096966
1,3,1819.101555
1,3,1819.106159
1,3,1819.110767
1,3,1819.115384
1,3,1819.120008
1,3,1819.124628
1,4,1819.130905
-1.0,14,1819.154811
-1.0,8,1819.166857
1,4,1819.173258
1,3,1819.177896
1,3,1819.18235
1,5,1819.190496
1,4,1819.196921
1,3,1819.201731
1,3,1819.206448
1,4,1819.212684
1,3,1819.217295
1,3,1819.222015
1,3,1819.226665
1,3,1819.23149
1,5,1819.239668
1,5,1819.247904
-1,14,1819.273582
1,4,1819.279868
1,3,1819.284513
1,3,1819.28916
1,3,1819.293784
1,5,1819.301814
-1,15,1819.329226
-1.0,7,1819.339387
1,4,1819.345699
1,3,1819.35026
1,3,1819.354788
1,4,1819.36108
1,3,1819.365815
1,3,1819.371859
1,4,1819.37902
1,3,1819.383828
-1.0,6,1819.421087
1,3,1819.425727
1,3,1819.430367
1,3,1819.435029
-1,9,1819.451174
1,5,1819.459257
1,4,1819.46568
1,3,1819.47048
1,3,1819.475288
1,3,1819.479913
1,4,1819.486471
1,3,1819.491064
1,4,1819.497517
1,3,1819.503975
1,3,1819.509382
-1.0,5,1819.516857
1,4,1819.524378
1,3,1819.52931
1,4,1819.537353
1,3,1819.542544
-1,15,1819.572516
1,3,1819.577783
1,4,1819.584784
-1,14,1819.612507
-1,11,1819.633493
1,4,1819.640049
1,4,1819.646983
1,3,1819.6524
1,3,1819.657111
1,4,1819.663177
1,4,1819.669302
1,3,1819.67389
1,3,1819.678491
1,3,1819.683024
-1.0,5,1819.689998
-1,16,1819.720897
1,3,1819.726605
1,3,1819.732852
1,3,1819.738555
-1.0,3,1819.74306
1,3,1819.748728
1,4,1819.756322
1,3,1819.761266
1,4,1819.767647
1,3,1819.772527
1,4,1819.778957
1,5,1819.787226
1,3,1819.792086
1,3,1819.796957
1,3,1819.801819
1,6,1819.811788
1,3,1819.816692
1,3,1819.821493
1,3,1819.827819
1,4,1819.836147
-1,16,1819.875329
1,3,1819.881681
1,5,1819.892346
-1,11,1819.919116
-1.0,5,1819.9289
1,3,1819.934598
1,3,1819.940501
1,3,1819.946554
1,4,1819.953982
1,4,1819.961885
1,3,1819.96727
1,3,1819.972637
1,5,1819.981797
1,4,1819.988611
1,3,1819.993337
1,3,1819.998318
1,4,1820.004786
1,3,1820.009661
1,3,1820.014343
1,4,1820.020581
1,3,1820.025684
1,3,1820.030253
1,3,1820.034765
1,4,1820.041065
-1.0,6,1820.053126
1,4,1820.061795
1,4,1820.070378
1,3,1820.075561
1,3,1820.081054
1,4,1820.088665
1,3,1820.093465
-1.0,5,1820.103525
1,3,1820.108304
1,4,1820.114571
-1.0,15,1820.142016
1,4,1820.148791
1,4,1820.155543
1,4,1820.162727
-1.0,5,1820.170809
1,5,1820.179178
-1.0,8,1820.19203
1,4,1820.198478
1,3,1820.203353
1,4,1820.210366
-1,5,1820.217846
1,3,1820.22265
-1,13,1820.248331
1,3,1820.253237
-1.0,10,1820.270024
1,4,1820.2765
1,5,1820.284395
1,3,1820.288854
1,3,1820.293353
1,4,1820.2994
1,3,1820.30389
1,4,1820.309996
1,3,1820.314501
1,3,1820.318989
1,5,1820.326909
1,4,1821.605362
1,3,1821.610275
1,3,1821.616755
1,4,1821.624778
1,5,1821.633529
1,3,1821.638517
1,5,1821.647297
1,3,1821.652293
-1,9,1821.669477
1,4,1821.676499
1,3,1821.68166
1,3,1821.687617
1,3,1821.692992
1,5,1821.701807
1,4,1821.708815
1,4,1821.715861
-1,10,1821.736637
1,3,1821.743384
1,3,1821.749258
1,3,1821.754902
1,4,1821.762021
1,3,1821.767232
1,3,1821.772532
1,3,1821.777802
1,4,1821.784595
1,3,1821.789927
1,3,1821.795105
1,3,1821.80035
1,3,1821.805548
1,3,1821.810755
1,4,1821.818061
1,4,1821.825
1,4,1821.832077
1,4,1821.838806
-1,9,1821.85643
-1.0,5,1821.863899
-1,14,1821.891439
1,3,1821.896662
1,6,1821.907505
1,3,1821.912504
1,3,1821.917431
1,4,1821.924196
1,5,1821.93262
-1.0,10,1821.950002
-1,13,1821.974273
1,4,1821.980851
1,4,1821.987387
1,3,1821.992333
1,3,1821.99732
1,4,1822.004155
-1.0,6,1822.013781
-1,14,1822.042895
-1,14,1822.071743
1,3,1822.077092
1,3,1822.082373
1,3,1822.087478
1,3,1822.092796
1,3,1822.098087
1,4,1822.105054
-1.0,8,1822.119149
1,3,1822.124476
1,3,1822.12972
-1.0,5,1822.137827
1,3,1822.143092
1,3,1822.148355
1,5,1822.15753
1,4,1822.164683
1,3,1822.170009
1,3,1822.174996
1,3,1822.180313
1,5,1822.189274
1,3,1822.194443
1,3,1822.199749
-1,14,1822.230908
1,3,1822.235918
1,4,1822.242613
1,4,1822.249491
1,4,1822.256108
1,4,1822.263057
-1.0,10,1822.281493
1,3,1822.286559
1,4,1822.293435
1,3,1822.298463
1,3,1822.303382
1,3,1822.308432
1,3,1822.31343
1,3,1822.318448
1,4,1822.324974
1,4,1822.331749
1,3,1822.337339
1,4,1822.344327
1,5,1822.353127
1,4,1822.359878
1,3,1822.364955
1,3,1822.371145
1,4,1822.378971
1,3,1822.384273
1,4,1822.391654
1,3,1822.397012
1,3,1822.402376
1,3,1822.40767
-1,5,1822.417149
1,3,1822.422901
1,4,1822.430623
1,3,1822.435968
-1.0,7,1822.447706
1,4,1822.454655
1,3,1822.459842
1,3,1822.464938
1,4,1822.471871
1,4,1822.478657
1,3,1822.512493
1,3,1822.517282
1,4,1822.524485
1,5,1822.534214
-1,13,1822.562792
1,4,1822.570204
1,3,1822.575591
1,4,1822.583062
1,3,1822.589395
1,4,1822.597178
-1,15,1822.630248
-1.0,14,1822.659236
1,4,1822.666603
-1.0,5,1822.67427
1,5,1822.682715
1,4,1822.689509
-1.0,5,1822.696876
-1.0,15,1822.725883
-1.0,13,1822.750661
1,4,1822.757638
1,3,1822.762814
1,3,1822.767706
1,3,1822.772663
-1.0,14,1822.801343
1,4,1822.80864
1,4,1822.815591
1,3,1822.821104
1,4,1822.82812
1,3,1822.833342
1,3,1822.838713
1,3,1822.844012
1,4,1822.85141
-1,15,1822.884131
1,3,1822.889683
1,3,1822.895116
1,3,1822.90052
1,3,1822.905885
1,4,1822.912951
1,3,1822.918372
1,3,1822.923674
1,3,1822.928925
1,4,1822.935978
1,3,1822.941401
1,3,1822.946792
1,4,1822.954143
1,3,1822.959369
1,4,1822.967026
1,3,1822.972944
1,3,1822.977908
1,3,1822.983161
-1.0,6,1822.992779
1,3,1822.997663
-1.0,15,1823.02691
1,3,1823.032496
1,3,1823.038721
1,4,1823.046045
1,4,1823.053089
1,3,1823.058245
1,3,1823.06329
-1,14,1823.091083
1,4,1823.098047
1,3,1823.103112
-1,15,1823.133357
1,4,1823.140289
1,4,1823.147373
1,3,1823.152416
1,3,1823.157469
1,3,1823.162536
1,3,1823.167583
-1,12,1823.190313
1,4,1823.19706
1,3,1823.202092
1,3,1823.207284
-1.0,8,1823.221186
1,3,1823.226162
1,3,1823.231149
-1,15,1823.26156
1,3,1823.266522
-1.0,13,1823.290968
1,8,1823.305813
-1.0,5,1823.313116
1,3,1823.317958
1,4,1823.324597
1,3,1823.329553
1,3,1823.334439
1,3,1823.339179
1,3,1823.343919
1,4,1823.3502
1,3,1823.354838
1,3,1823.359638
1,3,1823.364352
-1.0,6,1823.373498
-1,15,1823.402384
1,4,1823.408819
1,3,1823.413586
1,3,1823.418546
1,3,1823.423373
1,3,1823.428303
1,4,1823.434959
1,3,1823.439915
1,4,1823.446325
1,4,1823.45294
1,3,1823.457932
1,3,1823.462874
-1,13,1823.488945
1,3,1823.493841
1,4,1823.500107
1,3,1823.505066
1,4,1823.51166
1,3,1823.516534
1,3,1823.5224
1,3,1823.527867
1,4,1823.53449
1,4,1823.541181
-1.0,5,1823.548763
1,3,1823.553664
1,3,1823.558422
1,3,1823.563289
1,4,1823.569987
1,4,1823.576839
1,3,1823.58172
1,5,1823.590269
1,3,1823.595068
-1.0,2,1823.59762
1,4,1823.604131
1,3,1823.609009
1,4,1823.615505
1,5,1823.623808
1,3,1823.628783
1,4,1823.63543
-1.0,15,1823.663059
1,3,1823.667987
1,3,1823.672667
1,4,1823.678872
-1.0,4,1823.683981
1,3,1823.688454
1,3,1823.693193
1,3,1823.697917
1,3,1823.702645
-1.0,6,1823.711674
1,4,1823.718011
1,4,1823.724442
-1,14,1823.752261
1,4,1823.759009
1,3,1823.764264
1,3,1823.769239
1,5,1823.778747
-1,15,1823.810205
1,3,1823.815419
1,4,1823.822078
1,3,1823.827121
1,4,1823.833781
1,3,1823.83879
-1.0,14,1823.865288
1,4,1823.872044
1,4,1823.878814
1,3,1823.883787
1,4,1823.890209
1,3,1823.894878
1,3,1823.899794
1,3,1823.904431
-1.0,6,1823.913563
1,3,1823.918302
1,3,1823.923027
1,3,1823.927624
1,4,1823.933893
-1.0,6,1823.942457
1,3,1823.947222
1,3,1823.95209
1,3,1823.95701
1,4,1823.963749
1,3,1823.968736
1,3,1823.97357
1,3,1823.978538
1,4,1823.98533
1,4,1823.992112
1,4,1823.998904
1,3,1824.003845
1,3,1824.008726
1,3,1824.013774
1,4,1824.020195
1,5,1824.028818
1,4,1824.035617
1,4,1824.04242
1,4,1824.049093
1,4,1824.055829
1,4,1824.062659
1,3,1824.067816
1,4,1824.0747
1,3,1824.079829
-1.0,13,1824.103476
1,4,1824.110078
-1.0,6,1824.1195
-1.0,5,1824.126986
1,3,1824.13195
1,3,1824.137054
1,4,1824.143657
-1.0,14,1824.172494
1,4,1824.179593
1,3,1824.184713
1,3,1824.189826
1,3,1824.195055
1,3,1824.200183
-1.0,6,1824.210443
1,3,1824.215373
1,3,1824.221017
1,3,1824.226014
1,3,1824.230876
-1,14,1824.259576
1,3,1824.264732
1,3,1824.270777
1,4,1824.278579
1,3,1824.283962
1,4,1824.291146
1,6,1824.332889
1,3,1824.339087
1,3,1824.345219
1,4,1824.353358
1,3,1824.358792
1,3,1824.364038
1,4,1824.371144
1,4,1824.378737
1,4,1824.386039
1,3,1824.39135
-1.0,14,1824.418504
1,3,1824.423891
1,3,1824.429704
1,4,1824.437221
-1,15,1824.466825
1,3,1824.471699
1,5,1824.479534
1,3,1824.484257
1,3,1824.488913
1,4,1824.495142
1,4,1824.501492
1,4,1824.507819
1,4,1824.513798
1,3,1824.518512
1,3,1824.523602
-1,7,1824.535866
1,4,1824.542043
1,3,1824.546772
1,4,1824.553184
1,4,1824.559586
1,4,1824.565916
-1.0,5,1824.572673
1,3,1824.577352
1,4,1824.583808
1,3,1824.588555
1,4,1824.594954
1,3,1824.599659
1,3,1824.604125
1,4,1824.610486
1,3,1824.615178
1,3,1824.619834
1,3,1824.624454
1,4,1824.630662
1,3,1824.635273
1,3,1824.639929
1,4,1824.646054
1,3,1824.650626
1,3,1824.655254
1,4,1824.661443
1,3,1824.666147
1,3,1824.670654
-1,12,1824.692125
1,3,1824.696871
1,3,1824.701347
1,3,1824.705964
1,3,1824.710624
1,3,1824.715391
1,3,1824.720286
1,4,1824.726985
1,3,1824.731785
1,4,1824.738436
1,4,1824.745157
1,3,1824.749928
1,3,1824.754697
1,3,1824.759452
1,3,1824.764173
1,3,1824.769112
-1,15,1824.802588
1,3,1824.807956
1,3,1824.812984
1,3,1824.818191
1,3,1824.823098
-1,14,1824.851148
1,4,1824.85798
1,4,1824.864691
1,4,1824.871296
1,4,1824.877915
-1,13,1824.90212
1,3,1824.906755
1,3,1824.911345
1,3,1824.915979
1,4,1824.92258
1,3,1824.927415
1,3,1824.932099
1,4,1824.938214
1,3,1824.94283
1,3,1824.947441
1,4,1824.953662
1,3,1824.958181
-1,14,1824.983809
1,4,1824.990052
1,3,1824.994682
1,4,1825.000739
1,3,1825.006011
1,5,1825.015153
1,3,1825.020846
1,3,1825.026889
1,4,1825.034084
1,4,1825.041902
1,4,1825.050656
1,4,1825.058732
1,4,1825.066149
-1,11,1825.090301
1,4,1825.098845
1,4,1825.106779
1,4,1825.114491
1,3,1825.120293
1,4,1825.12977
1,3,1825.135401
1,3,1825.141252
1,4,1825.148838
1,3,1825.153612
1,3,1825.158262
1,4,1825.164617
1,3,1825.169203
1,3,1825.173884
1,4,1825.18041
-1.0,7,1825.191556
1,4,1825.198541
1,3,1825.203817
1,4,1825.211259
1,3,1825.217598
1,3,1825.223353
1,4,1825.230475
1,3,1825.235899
1,4,1825.24304
-1.0,6,1825.252975
1,3,1825.259223
1,4,1825.266592
1,5,1825.275236
1,4,1825.282088
1,4,1825.289438
-1,16,1826.544029
-1,11,1826.566688
1,4,1826.573071
1,3,1826.578928
1,3,1826.585746
1,3,1826.591473
-1.0,4,1826.597158
1,3,1826.602055
1,3,1826.606838
1,3,1826.61237
1,4,1826.620037
1,3,1826.625503
1,3,1826.631061
1,3,1826.63612
1,3,1826.641545
1,3,1826.649378
1,3,1826.654636
1,3,1826.659935
1,3,1826.665808
1,4,1826.674916
1,3,1826.681175
1,3,1826.687224
1,4,1826.695137
1,3,1826.700938
-1.0,4,1826.707532
1,3,1826.71331
1,3,1826.719293
1,4,1826.727261
-1.0,6,1826.738577
1,5,1826.749559
1,4,1826.759143
1,3,1826.766194
-1.0,4,1826.77625
1,3,1826.782041
1,4,1826.79098
1,4,1826.804759
1,3,1826.816207
1,4,1826.831291
1,3,1826.841458
1,4,1826.850961
1,3,1826.856796
1,4,1826.864677
1,3,1826.870664
1,4,1826.878105
1,3,1826.884361
-1,14,1826.920443
1,4,1826.929724
-1.0,5,1826.938114
1,3,1826.944596
1,4,1826.953809
1,3,1826.959801
1,4,1826.968012
1,4,1826.977677
1,4,1826.985803
1,3,1826.992119
1,4,1827.000192
1,4,1827.008942
1,3,1827.015954
1,3,1827.022229
1,4,1827.030241
1,4,1827.03894
1,4,1827.047136
1,3,1827.053828
1,4,1827.06303
1,3,1827.069173
1,5,1827.079077
1,3,1827.084958
1,4,1827.093529
1,3,1827.100842
1,4,1827.109077
1,4,1827.11737
1,5,1827.1268
1,3,1827.131662
1,4,1827.13833
1,3,1827.14347
1,3,1827.148464
1,3,1827.153425
1,4,1827.160052
1,3,1827.16502
1,4,1827.171703
1,4,1827.178457
1,3,1827.183423
-1.0,5,1827.190733
1,3,1827.195718
-1.0,7,1827.207504
-1.0,12,1827.231232
1,3,1827.236337
1,3,1827.241316
1,3,1827.246284
1,5,1827.254811
1,3,1827.259834
1,4,1827.266523
1,4,1827.272938
1,4,1827.279592
1,3,1827.284561
1,3,1827.289505
1,4,1827.296193
1,4,1827.302829
1,3,1827.307826
-1,14,1827.335552
1,4,1827.342122
1,3,1827.347068
1,4,1827.354078
1,3,1827.359125
1,3,1827.364107
1,3,1827.369081
1,4,1827.375754
1,5,1827.3843
1,4,1827.391051
1,4,1827.39761
1,4,1827.439436
-1.0,4,1827.445272
1,3,1827.45069
1,4,1827.460232
1,4,1827.471453
-1.0,5,1827.484987
1,4,1827.49432
1,4,1827.504617
-1,13,1827.550249
1,4,1827.565522
1,4,1827.574096
1,3,1827.580293
-1.0,14,1827.619821
1,3,1827.62753
1,3,1827.634805
-1.0,5,1827.646329
1,3,1827.653591
1,4,1827.664181
1,5,1827.67955
-1.0,11,1827.706991
1,3,1827.713092
-1.0,10,1827.73596
-1,6,1827.746699
1,4,1827.754845
1,4,1827.763306
1,3,1827.769043
1,4,1827.77691
1,3,1827.782592
1,3,1827.788355
1,3,1827.794421
1,3,1827.800976
1,4,1827.808893
1,3,1827.814521
1,4,1827.822402
1,3,1827.828792
-1,14,1827.864775
1,3,1827.871069
-1.0,7,1827.886321
1,3,1827.892813
1,3,1827.899304
1,3,1827.905061
1,4,1827.913489
1,4,1827.921122
-1,10,1827.945413
1,3,1827.952793
1,3,1827.959561
-1.0,10,1827.983136
-1,14,1828.021129
-1,14,1828.058276
1,4,1828.068854
1,4,1828.079499
1,4,1828.088877
1,3,1828.09708
1,4,1828.108971
1,4,1828.119755
1,4,1828.132896
1,4,1828.149879
1,3,1828.156918
1,3,1828.162545
1,4,1828.170857
1,3,1828.178065
1,4,1828.186903
1,3,1828.193534
-1.0,14,1828.230333
1,3,1828.238714
1,3,1828.244126
-1,15,1828.279587
1,4,1828.286846
1,4,1828.294163
1,4,1828.301189
1,3,1828.30638
1,4,1828.313357
1,4,1828.320683
1,4,1828.330316
1,4,1828.340744
-1.0,13,1828.368491
1,4,1828.376199
1,4,1828.384428
1,4,1828.394658
-1,11,1828.423729
1,3,1828.429988
1,4,1828.439108
1,3,1828.445381
1,4,1828.453356
1,3,1828.459553
1,4,1828.467939
-1.0,7,1828.483053
1,4,1828.49247
1,5,1828.50835
1,3,1828.518579
1,3,1828.526892
-1.0,10,1828.555953
1,6,1828.572609
1,5,1828.584967
1,4,1828.593792
1,4,1828.604413
1,3,1828.611062
1,4,1828.622031
-1.0,3,1828.628205
1,3,1828.634802
1,4,1828.64457
-1,15,1828.68197
1,4,1828.690017
1,4,1828.699186
-1.0,5,1828.70808
1,3,1828.714268
1,5,1828.725804
-1.0,4,1828.733913
-1.0,4,1828.740864
1,4,1828.748099
-1.0,14,1828.780289
1,6,1828.794191
1,4,1828.802153
1,4,1828.810338
1,3,1828.8157
-1.0,15,1828.845025
1,4,1828.852039
1,4,1828.859268
1,3,1828.864478
-1,14,1828.896385
1,4,1828.903214
-1,13,1828.928802
1,3,1828.933904
1,3,1828.939035
1,3,1828.944009
1,4,1828.950893
1,3,1828.956082
1,6,1828.966641
1,4,1828.973668
1,4,1828.980449
1,3,1828.985479
1,4,1828.992555
1,3,1828.997532
1,4,1829.004463
1,4,1829.011042
1,3,1829.01609
1,3,1829.021207
1,3,1829.026401
1,5,1829.034932
1,4,1829.042189
1,3,1829.04716
1,3,1829.052142
1,3,1829.05724
1,5,1829.065875
1,4,1829.072458
1,4,1829.079219
1,3,1829.084225
1,3,1829.089271
1,4,1829.096037
1,4,1829.102999
-1.0,8,1829.116907
1,3,1829.122071
1,3,1829.127051
1,3,1829.131951
1,4,1829.138728
-1,15,1829.168905
1,3,1829.173903
1,4,1829.180679
1,3,1829.185642
-1.0,4,1829.191422
1,4,1829.198242
1,4,1829.205005
1,4,1829.212103
1,4,1829.218899
1,4,1829.22537
1,4,1829.231966
1,4,1829.238499
-1.0,8,1829.252369
-1.0,13,1829.276553
-1,13,1829.302438
1,4,1829.309279
1,5,1829.317655
-1.0,13,1829.342247
1,4,1829.349009
1,3,1829.353932
1,3,1829.35892
1,5,1829.367931
1,4,1829.382675
1,3,1829.388209
