#{"t_start": 1642525102.3269677, "env_id": "Ataxx-v0"}
r,l,t
1,4,1829.394727
1,4,1829.405588
1,4,1829.41254
1,3,1829.4175
1,4,1829.42418
1,4,1829.430916
1,3,1829.435731
-1.0,3,1829.440005
1,3,1829.44499
1,4,1829.451679
1,7,1829.4643
1,3,1829.469341
1,6,1829.479853
1,3,1829.48474
1,4,1829.491093
1,3,1829.495886
1,4,1829.502407
1,4,1829.509758
1,3,1829.51457
1,3,1829.519454
1,4,1829.528289
1,6,1829.541155
1,3,1829.546297
1,3,1829.551351
1,4,1829.557993
1,3,1829.563101
1,3,1829.568252
1,3,1829.573158
1,4,1829.609863
1,3,1829.617178
1,4,1829.625798
1,3,1829.632221
1,3,1829.637834
1,5,1829.646736
1,3,1829.651762
1,4,1829.658355
-1.0,14,1829.685072
1,5,1829.693829
1,4,1829.700957
1,3,1829.707057
1,4,1829.714604
-1.0,10,1829.735135
-1.0,4,1829.740911
1,4,1829.748092
1,4,1829.75704
1,3,1829.76832
-1.0,13,1829.801416
1,4,1829.809215
-1,13,1829.835963
1,4,1829.844647
1,4,1829.851637
1,3,1829.856684
1,4,1829.863469
1,3,1829.86856
1,5,1829.877635
-1.0,14,1829.905169
1,4,1829.912651
1,4,1829.9204
1,5,1829.930067
1,4,1829.936857
1,4,1829.943598
1,5,1829.952335
1,3,1829.95741
1,3,1829.962351
1,4,1829.969261
-1.0,6,1829.978357
1,3,1829.983183
1,4,1829.990313
1,4,1829.997402
-1.0,16,1830.029474
1,3,1830.034729
-1.0,12,1830.05637
1,3,1830.061186
1,3,1830.065906
1,3,1830.070857
1,4,1830.077881
1,4,1830.084908
-1.0,6,1830.094187
1,5,1830.102768
1,3,1830.107704
1,4,1830.11428
1,3,1830.11921
-1.0,14,1830.14558
1,4,1830.152222
-1.0,7,1830.163365
-1,15,1830.192695
1,3,1830.197619
1,3,1830.202392
-1.0,10,1830.219486
-1,14,1830.247131
1,3,1830.25216
1,3,1830.257115
1,3,1830.262096
1,3,1830.26693
1,4,1830.273468
1,3,1830.27829
1,4,1830.284884
1,4,1830.29233
1,5,1830.302158
1,3,1830.307559
1,3,1830.313047
1,5,1830.322235
1,4,1830.329318
-1.0,6,1830.338917
1,3,1830.344003
1,4,1830.350904
1,3,1830.355929
-1.0,13,1830.38296
1,4,1830.389821
1,3,1830.395025
1,4,1830.401699
-1,14,1830.429971
1,5,1830.438718
-1.0,15,1830.466576
-1,15,1830.496212
1,3,1830.501254
1,3,1830.50621
1,4,1830.51288
1,3,1830.517645
1,5,1830.527504
1,4,1830.534314
1,3,1830.53934
1,3,1830.544349
1,4,1830.550992
-1,13,1830.576338
1,3,1830.581203
1,4,1830.587896
-1.0,8,1830.601452
-1,14,1830.63032
1,4,1830.636917
-1,15,1830.665953
1,3,1830.671027
1,3,1830.675948
1,3,1830.680805
1,3,1830.685739
1,4,1830.692286
1,3,1830.697086
1,3,1830.701901
1,3,1830.706935
-1.0,5,1830.714381
1,3,1830.719215
1,5,1830.727683
1,3,1832.001509
1,4,1832.008072
1,4,1832.014611
1,3,1832.019436
-1.0,12,1832.039711
-1,13,1832.064467
1,3,1832.06934
1,3,1832.074162
1,4,1832.080661
1,4,1832.086809
1,4,1832.092978
-1,15,1832.123355
1,3,1832.129246
1,3,1832.135195
1,3,1832.141329
1,3,1832.147499
1,5,1832.158244
1,4,1832.170472
1,3,1832.17594
-1,15,1832.209687
1,4,1832.216997
1,3,1832.222036
1,3,1832.226867
1,4,1832.233153
1,3,1832.237912
1,4,1832.244386
1,3,1832.249066
1,3,1832.253634
-1,13,1832.278265
1,4,1832.28472
1,3,1832.289393
-1,14,1832.316913
1,3,1832.321628
1,4,1832.327837
1,4,1832.334209
1,4,1832.34058
1,3,1832.345205
-1.0,10,1832.361096
1,3,1832.365714
-1.0,5,1832.372756
1,3,1832.377374
1,3,1832.381894
1,4,1832.38817
1,4,1832.394261
1,4,1832.400355
1,4,1832.406691
1,4,1832.412691
1,4,1832.418704
1,3,1832.423196
1,4,1832.429376
-1.0,11,1832.447424
1,3,1832.451967
1,3,1832.456699
1,4,1832.462739
1,3,1832.467235
1,3,1832.471879
1,4,1832.478202
1,4,1832.484686
-1.0,8,1832.49701
1,3,1832.501578
1,4,1832.507634
1,4,1832.513912
1,4,1832.521043
1,3,1832.526155
1,3,1832.531005
1,3,1832.535628
1,3,1832.54027
1,4,1832.546603
1,3,1832.551283
1,4,1832.557683
1,3,1832.562175
1,3,1832.566885
1,3,1832.571496
1,4,1832.577767
1,3,1832.58222
1,3,1832.586641
1,3,1832.591255
1,3,1832.595746
1,3,1832.600413
1,3,1832.604976
1,3,1832.609576
1,3,1832.614777
1,4,1832.621733
1,3,1832.626565
1,3,1832.631249
-1.0,9,1832.645306
1,4,1832.651574
1,5,1832.659739
1,5,1832.694287
1,4,1832.700557
1,4,1832.70679
1,4,1832.712924
1,4,1832.719876
-1,13,1832.744031
1,3,1832.749079
1,3,1832.753793
1,4,1832.760038
-1,15,1832.789306
1,3,1832.794013
1,3,1832.798563
1,3,1832.803071
1,3,1832.807738
1,3,1832.812487
1,5,1832.820535
1,4,1832.826712
1,3,1832.831297
1,3,1832.835884
1,3,1832.840424
1,4,1832.846692
-1.0,6,1832.855512
1,3,1832.860247
1,3,1832.864747
1,3,1832.869295
1,4,1832.875663
1,3,1832.880497
1,4,1832.886564
1,3,1832.891239
1,4,1832.897461
1,4,1832.903653
-1,12,1832.925412
1,3,1832.930074
1,4,1832.936348
1,4,1832.942366
1,4,1832.948773
-1.0,15,1832.974504
1,3,1832.979147
1,5,1832.987012
1,3,1832.991534
1,4,1832.997781
1,4,1833.0039
1,4,1833.009951
-1.0,14,1833.033639
1,3,1833.038128
-1,13,1833.061948
1,6,1833.072078
-1.0,6,1833.081054
1,3,1833.08638
1,3,1833.091114
1,3,1833.095795
1,3,1833.100411
1,4,1833.106627
1,4,1833.112643
1,5,1833.121359
1,3,1833.126091
1,4,1833.132575
1,3,1833.137931
1,3,1833.143781
1,4,1833.151978
1,4,1833.159873
1,3,1833.16577
1,3,1833.171796
1,3,1833.177777
1,3,1833.183838
-1.0,12,1833.209915
1,7,1833.224914
1,4,1833.232757
1,3,1833.238565
1,4,1833.245614
1,3,1833.250376
-1.0,6,1833.259064
1,3,1833.2638
1,3,1833.268588
1,5,1833.276556
1,5,1833.284761
1,5,1833.292727
1,3,1833.297309
1,5,1833.305493
1,5,1833.313522
1,4,1833.319839
1,3,1833.32454
1,3,1833.329238
-1.0,14,1833.353025
1,3,1833.357702
1,4,1833.364369
1,3,1833.368865
1,4,1833.375095
-1.0,4,1833.380556
1,4,1833.386893
1,3,1833.39186
1,5,1833.400266
1,4,1833.406806
-1.0,7,1833.418731
1,4,1833.425499
-1.0,10,1833.442728
1,4,1833.44915
1,4,1833.455885
1,3,1833.460849
1,3,1833.4656
1,4,1833.472082
1,3,1833.476864
1,3,1833.481791
-1.0,5,1833.489799
1,4,1833.496784
1,4,1833.503731
1,3,1833.509051
1,3,1833.513963
1,4,1833.521745
1,5,1833.531106
1,4,1833.537674
1,4,1833.544348
1,4,1833.550842
1,3,1833.555629
1,3,1833.560786
1,3,1833.565948
1,3,1833.57112
1,4,1833.578227
1,4,1833.585244
1,4,1833.592395
1,4,1833.599415
1,3,1833.604445
1,4,1833.611268
1,3,1833.617323
1,4,1833.624852
1,3,1833.629687
1,4,1833.636288
1,3,1833.641016
1,3,1833.645918
1,3,1833.650814
1,3,1833.655941
1,4,1833.662829
1,3,1833.667803
1,3,1833.672861
1,3,1833.677738
1,5,1833.686277
1,4,1833.692985
1,3,1833.697767
1,3,1833.702465
1,4,1833.708925
-1.0,10,1833.72531
1,3,1833.730044
1,4,1833.736485
1,4,1833.742702
1,4,1833.749064
-1,8,1833.762568
-1,9,1833.777935
1,3,1833.78237
1,3,1833.786886
1,5,1833.794686
1,3,1833.799241
1,5,1833.807147
1,3,1833.811766
1,3,1833.816189
1,4,1833.822195
1,4,1833.828328
-1,13,1833.851451
-1.0,3,1833.855498
1,5,1833.863314
1,4,1833.869386
1,3,1833.874015
-1.0,6,1833.882566
1,3,1833.887184
1,5,1833.895139
1,3,1833.899791
1,3,1833.904392
1,3,1833.909011
1,3,1833.913554
1,4,1833.919672
1,3,1833.924319
1,3,1833.928817
1,4,1833.934993
1,4,1833.941213
1,3,1833.945798
1,3,1833.950395
1,3,1833.954874
1,4,1833.960956
1,4,1833.96729
-1.0,4,1833.972883
1,4,1833.979141
1,3,1833.983711
1,3,1833.988308
1,3,1833.99284
1,3,1833.997277
1,3,1834.001883
1,3,1834.006359
1,3,1834.010908
-1.0,11,1834.028893
1,4,1834.035218
1,3,1834.039793
1,5,1834.047662
1,3,1834.052366
-1.0,4,1834.05749
1,3,1834.062203
1,3,1834.066883
1,3,1834.071415
1,3,1834.075984
1,3,1834.080657
-1.0,10,1834.096755
1,3,1834.10126
1,4,1834.107541
1,3,1834.11217
1,4,1834.118567
1,4,1834.12466
1,3,1834.129228
1,4,1834.135362
1,4,1834.141588
1,4,1834.148126
1,4,1834.154866
1,3,1834.159759
1,3,1834.164482
1,3,1834.16909
1,4,1834.175198
1,3,1834.179814
1,3,1834.18441
-1,13,1834.209313
-1.0,12,1834.229633
1,3,1834.234321
1,3,1834.23896
-1.0,5,1834.245988
1,3,1834.250561
-1,15,1834.278009
1,3,1834.282628
1,4,1834.288588
1,6,1834.298704
-1,12,1834.32041
1,3,1834.325003
1,4,1834.334433
1,4,1834.342748
1,3,1834.376597
1,3,1834.381567
-1.0,5,1834.389803
1,5,1834.399394
1,3,1834.40497
1,4,1834.412478
1,4,1834.419914
1,3,1834.425367
-1,12,1834.450543
1,4,1834.457298
-1.0,7,1834.468922
1,3,1834.473972
1,3,1834.479042
1,3,1834.484025
-1.0,4,1834.489631
1,3,1834.494652
1,4,1834.501328
-1,9,1834.518109
1,4,1834.526267
1,5,1834.5353
1,3,1834.540474
1,4,1834.547312
-1.0,15,1834.577124
1,3,1834.582061
1,3,1834.586767
1,4,1834.59441
1,4,1834.601578
1,4,1834.608427
1,3,1834.613522
1,3,1834.619022
1,3,1834.626885
-1.0,11,1834.650602
1,3,1834.65695
-1,15,1834.693876
1,3,1834.700277
1,3,1834.707538
1,3,1834.714594
1,3,1834.720968
1,4,1834.729999
1,3,1834.736274
1,3,1834.742104
1,3,1834.748297
1,4,1834.756088
1,5,1834.766125
1,3,1834.771852
1,4,1834.779804
-1,16,1834.817996
1,4,1834.826419
1,4,1834.834559
1,4,1834.84183
-1.0,3,1834.84666
1,3,1834.851708
-1,14,1834.877626
1,3,1834.882333
1,3,1834.886865
1,3,1834.891567
1,3,1834.89624
1,4,1834.902497
1,3,1834.907251
1,3,1834.911841
-1.0,12,1834.931645
-1.0,15,1834.957756
1,3,1834.96235
1,4,1834.968491
1,4,1834.974747
1,5,1834.982746
1,3,1834.987313
1,3,1834.991863
1,3,1834.996454
1,4,1835.002649
-1.0,10,1835.021995
1,4,1835.029511
-1,15,1835.064941
-1.0,6,1835.077597
1,4,1835.08894
1,3,1835.096006
1,6,1835.118962
1,3,1835.126878
1,4,1835.138997
-1.0,3,1835.145033
1,4,1835.155241
1,4,1835.164699
1,3,1835.170583
1,4,1835.179137
1,3,1835.18534
1,3,1835.192288
1,4,1835.200521
1,3,1835.206599
1,3,1835.212847
1,5,1835.222309
1,3,1835.227982
1,3,1835.234206
-1.0,5,1835.243348
1,4,1835.25099
1,4,1835.258116
1,3,1835.26338
1,4,1835.270678
1,4,1835.277761
1,3,1835.282507
1,3,1835.287211
1,3,1835.291929
-1.0,4,1835.297229
1,6,1835.307444
1,5,1835.316377
1,4,1835.322663
1,3,1835.327404
1,4,1835.333648
1,3,1835.338326
-1.0,9,1835.354209
-1,13,1835.379143
-1.0,11,1835.399514
1,4,1835.406736
1,3,1835.41154
1,4,1835.418589
-1.0,13,1835.440469
1,3,1835.445642
1,4,1835.452366
1,5,1835.460643
-1.0,13,1835.482288
1,4,1835.489278
1,3,1835.494073
1,4,1835.500345
-1.0,7,1835.510423
1,4,1835.517207
1,4,1835.525493
1,3,1835.53077
1,3,1835.535587
1,4,1835.541775
1,4,1835.548316
1,4,1835.555345
-1,12,1835.578337
1,3,1835.583899
-1.0,7,1835.596104
1,3,1835.601057
1,3,1835.606051
-1.0,5,1836.841037
1,4,1836.847821
1,5,1836.856694
1,4,1836.862896
1,3,1836.867365
1,3,1836.871876
-1.0,13,1836.894667
1,3,1836.899274
-1,10,1836.916873
1,3,1836.921592
-1.0,2,1836.924341
1,4,1836.930538
-1.0,14,1836.955863
1,3,1836.960546
1,4,1836.966942
-1.0,4,1836.972725
1,3,1836.978934
1,3,1836.984579
1,3,1836.98982
1,4,1836.996148
1,4,1837.002417
1,4,1837.008733
1,4,1837.014777
1,3,1837.019561
1,4,1837.028463
1,3,1837.035387
-1.0,6,1837.051659
-1.0,14,1837.088062
1,3,1837.094294
1,3,1837.101191
1,4,1837.111938
1,3,1837.118454
1,4,1837.126184
1,3,1837.13335
1,3,1837.142064
1,3,1837.148645
1,4,1837.156754
1,4,1837.167014
1,3,1837.173163
1,3,1837.179744
1,3,1837.187148
-1.0,14,1837.220001
1,3,1837.225424
1,3,1837.230806
-1.0,14,1837.262394
1,4,1837.269667
1,3,1837.274742
1,4,1837.281241
1,4,1837.287995
1,3,1837.292907
-1,8,1837.307219
1,3,1837.312475
1,4,1837.319833
1,4,1837.327844
-1,15,1837.36449
1,4,1837.373284
-1.0,13,1837.403618
1,4,1837.411403
1,5,1837.422123
1,5,1837.433499
1,3,1837.43946
-1,14,1837.472167
1,3,1837.478048
1,4,1837.484077
1,4,1837.490283
1,3,1837.495003
1,3,1837.500568
1,3,1837.505963
1,4,1837.513747
1,3,1837.519476
1,3,1837.525699
1,3,1837.561024
1,4,1837.569407
1,4,1837.580333
1,4,1837.591085
1,3,1837.602094
1,4,1837.611256
1,5,1837.624915
1,6,1837.636953
1,3,1837.642289
-1.0,13,1837.672299
1,4,1837.682071
-1.0,14,1837.713122
1,3,1837.718832
-1.0,7,1837.731924
1,3,1837.737801
1,3,1837.744005
1,4,1837.751135
1,3,1837.757033
1,4,1837.765462
1,3,1837.77022
1,3,1837.775163
1,3,1837.779868
1,4,1837.786091
1,4,1837.792624
1,3,1837.797378
1,3,1837.802085
1,7,1837.813533
-1.0,15,1837.843066
-1,15,1837.875035
1,4,1837.88251
1,4,1837.889503
1,3,1837.895398
1,3,1837.900814
1,5,1837.910447
1,4,1837.917239
1,4,1837.92383
1,3,1837.929408
-1.0,9,1837.946572
1,4,1837.953149
1,4,1837.959864
1,3,1837.964945
1,3,1837.970447
1,3,1837.976035
-1,12,1837.999923
1,4,1838.008454
1,3,1838.01417
1,3,1838.019335
-1,12,1838.04307
1,4,1838.050189
1,5,1838.058474
1,4,1838.065296
1,3,1838.071195
-1.0,14,1838.10114
1,4,1838.109101
-1.0,5,1838.11838
-1.0,3,1838.123064
-1,15,1838.156244
1,4,1838.164322
1,4,1838.172293
1,4,1838.180063
1,3,1838.185773
1,3,1838.191442
1,4,1838.199044
1,3,1838.204526
-1.0,9,1838.223346
1,4,1838.230613
1,3,1838.235757
-1.0,6,1838.247307
1,3,1838.253063
1,4,1838.26177
1,3,1838.267178
-1.0,9,1838.283391
1,3,1838.288961
1,4,1838.296958
-1,11,1838.32047
1,4,1838.327482
1,3,1838.332849
1,4,1838.340094
1,4,1838.347738
1,5,1838.357064
1,4,1838.364063
1,3,1838.369155
1,3,1838.374378
1,3,1838.379625
1,3,1838.385823
1,3,1838.39164
1,4,1838.398444
-1,4,1838.404161
1,3,1838.408995
1,3,1838.414024
1,3,1838.418951
1,5,1838.428182
1,4,1838.435177
1,4,1838.441801
1,4,1838.448563
-1.0,5,1838.456802
1,4,1838.464426
-1.0,4,1838.470206
1,3,1838.475354
1,3,1838.480407
1,3,1838.485246
1,3,1838.490369
1,3,1838.495856
1,4,1838.502742
1,3,1838.507875
1,3,1838.512893
1,4,1838.519845
1,3,1838.52571
1,3,1838.531447
1,3,1838.536573
1,6,1838.547419
1,3,1838.552399
1,5,1838.561254
1,4,1838.568775
1,3,1838.573784
1,3,1838.578764
1,3,1838.584053
1,3,1838.589085
1,4,1838.596204
1,4,1838.603852
1,4,1838.610536
1,3,1838.61562
1,3,1838.620812
-1.0,4,1838.626993
1,6,1838.638423
1,4,1838.645418
1,4,1838.652063
1,3,1838.657062
1,3,1838.662401
1,6,1838.67354
1,3,1838.67866
1,4,1838.685539
1,3,1838.690518
1,4,1838.697276
-1,14,1838.725822
1,3,1838.730865
-1.0,14,1838.757811
1,3,1838.762825
1,3,1838.767819
1,4,1838.774952
1,4,1838.782453
1,3,1838.78757
-1.0,15,1838.817377
1,3,1838.82226
1,3,1838.827285
-1,11,1838.848227
1,3,1838.853152
1,6,1838.863659
1,4,1838.870229
-1,13,1838.900583
1,4,1838.907252
1,3,1838.912719
1,3,1838.918796
1,3,1838.924014
1,6,1838.934665
1,4,1838.941795
1,5,1838.95135
1,4,1838.958321
-1,14,1838.987313
1,4,1838.994549
1,3,1838.999342
1,3,1839.004351
1,3,1839.009284
1,4,1839.016751
1,3,1839.022452
-1.0,6,1839.031878
1,4,1839.038379
-1.0,12,1839.061487
-1.0,5,1839.068752
1,3,1839.073627
-1.0,3,1839.07792
1,4,1839.085243
1,3,1839.091042
-1.0,12,1839.113083
1,3,1839.118233
1,3,1839.123813
1,3,1839.128934
1,4,1839.135658
1,3,1839.140646
1,5,1839.149281
1,3,1839.154474
1,4,1839.161769
1,5,1839.170543
1,4,1839.177466
1,3,1839.182521
1,3,1839.187523
1,4,1839.194785
-1.0,14,1839.220584
1,4,1839.227471
1,3,1839.233112
1,3,1839.238051
-1.0,3,1839.241982
1,3,1839.246831
1,6,1839.257639
1,3,1839.263386
1,4,1839.270126
-1,13,1839.296443
-1,15,1839.328146
1,5,1839.338083
1,3,1839.343204
-1.0,12,1839.366152
1,3,1839.372147
1,4,1839.379512
1,4,1839.386213
1,3,1839.391101
-1.0,13,1839.417039
-1,14,1839.475946
1,3,1839.481378
1,3,1839.486447
1,4,1839.492989
1,3,1839.498992
1,4,1839.506015
-1,13,1839.534096
1,3,1839.539073
-1.0,13,1839.565265
-1,15,1839.598263
1,4,1839.604929
1,4,1839.612309
1,3,1839.617761
1,4,1839.624711
1,3,1839.629434
1,4,1839.635831
1,3,1839.640816
1,3,1839.646047
1,4,1839.653971
1,4,1839.660902
-1,14,1839.689898
-1.0,4,1839.695618
1,5,1839.704042
-1.0,12,1839.726833
1,5,1839.735249
-1.0,12,1839.759694
1,4,1839.766513
-1.0,5,1839.773968
1,3,1839.778828
-1.0,10,1839.798222
1,3,1839.803107
1,3,1839.808084
1,5,1839.816613
1,4,1839.823677
1,4,1839.831656
1,4,1839.838252
-1.0,14,1839.865851
1,4,1839.872694
1,5,1839.882732
1,4,1839.890893
1,3,1839.896245
1,3,1839.90136
-1.0,7,1839.91311
1,4,1839.919766
1,3,1839.925123
1,4,1839.932891
1,3,1839.937837
1,4,1839.944404
1,4,1839.950985
1,4,1839.957443
1,4,1839.964866
1,3,1839.970152
-1.0,13,1839.995719
1,4,1840.00304
1,3,1840.008195
-1.0,6,1840.017531
-1,15,1840.04923
1,3,1840.054145
1,3,1840.059008
1,3,1840.064324
1,3,1840.070514
1,3,1840.075488
1,3,1840.080604
1,4,1840.087018
1,4,1840.093818
1,3,1840.099082
1,3,1840.104794
1,4,1840.111392
1,3,1840.116379
-1,11,1840.137346
1,3,1840.143158
1,5,1840.151668
1,4,1840.158178
-1.0,9,1840.174187
-1.0,15,1840.204107
1,4,1840.212163
-1,13,1840.239035
-1.0,4,1840.245838
1,3,1840.251961
-1,14,1840.281342
1,4,1840.288422
1,3,1840.293445
-1.0,6,1840.307115
1,4,1840.317662
1,3,1840.325495
1,4,1840.335917
1,3,1840.342841
1,3,1840.350367
1,3,1840.357937
-1.0,4,1840.364935
-1,15,1840.400059
1,4,1840.407393
1,3,1840.412521
1,3,1840.417682
1,6,1840.429698
-1.0,4,1840.436005
1,3,1840.440962
1,3,1840.44597
1,3,1840.451152
1,3,1840.45665
1,3,1840.461735
1,3,1840.466776
-1.0,9,1840.482183
-1.0,14,1840.509639
-1.0,5,1840.517038
1,5,1840.527345
1,3,1840.533389
1,4,1840.540662
1,3,1840.545668
1,3,1840.550754
1,3,1840.555726
1,3,1840.561423
-1.0,15,1840.590617
1,4,1840.597661
1,3,1840.602806
1,5,1840.613472
1,4,1840.620322
1,4,1840.627225
1,3,1840.632496
1,3,1840.637601
1,4,1840.644059
1,3,1840.649017
1,6,1840.659489
1,3,1840.665087
1,4,1840.672153
1,3,1840.677175
-1,11,1840.702293
1,3,1840.708213
1,4,1840.715267
1,3,1840.720259
1,3,1840.725261
1,5,1840.735114
1,3,1840.740638
1,3,1840.745697
1,3,1840.75057
-1,14,1840.778291
1,4,1840.785178
1,4,1840.792094
1,3,1840.797095
1,4,1842.104373
1,5,1842.114393
1,3,1842.12099
1,3,1842.127103
1,3,1842.133312
1,4,1842.142615
-1.0,12,1842.170547
-1,13,1842.199862
1,4,1842.207675
1,3,1842.214164
-1,13,1842.242145
1,3,1842.247438
1,3,1842.252273
1,4,1842.258602
1,3,1842.263089
1,3,1842.267573
1,5,1842.275578
1,5,1842.284661
1,4,1842.291427
1,4,1842.297611
-1.0,15,1842.322983
-1,11,1842.341878
1,4,1842.348183
1,3,1842.352849
1,3,1842.357503
1,4,1842.363638
1,3,1842.3683
1,3,1842.372902
-1.0,4,1842.378262
1,3,1842.383349
1,4,1842.389971
-1.0,14,1842.415098
1,4,1842.421195
1,4,1842.427271
1,4,1842.433498
1,5,1842.441431
1,4,1842.447559
1,3,1842.452267
1,3,1842.456911
1,4,1842.46322
1,4,1842.46928
1,4,1842.475452
1,4,1842.481709
1,3,1842.486221
-1.0,5,1842.493484
1,4,1842.499752
1,3,1842.504484
1,5,1842.513015
1,3,1842.517818
-1.0,4,1842.524456
1,3,1842.530405
1,3,1842.536599
1,6,1842.548892
1,3,1842.554784
1,3,1842.559562
1,3,1842.564297
1,3,1842.569308
1,3,1842.574444
1,3,1842.579495
1,3,1842.584735
1,3,1842.590007
1,4,1842.596988
1,4,1842.604053
1,4,1842.61106
1,4,1842.61792
1,3,1842.623091
1,4,1842.658763
1,3,1842.663762
1,3,1842.668923
1,3,1842.673966
1,4,1842.681531
1,3,1842.687034
1,4,1842.693784
-1.0,13,1842.718223
1,3,1842.723191
1,4,1842.729951
1,3,1842.734928
1,4,1842.741482
-1,14,1842.768952
-1,10,1842.78776
1,4,1842.794683
1,3,1842.799774
-1.0,10,1842.817213
1,3,1842.822281
1,4,1842.829145
1,3,1842.834203
1,3,1842.839285
1,4,1842.84619
1,3,1842.851272
1,3,1842.85643
1,3,1842.861317
1,4,1842.868384
1,3,1842.873329
1,4,1842.880596
1,3,1842.886402
-1,13,1842.914859
1,3,1842.92125
1,5,1842.932221
-1.0,8,1842.949934
1,3,1842.956112
1,4,1842.964613
1,4,1842.974417
1,4,1842.984265
1,4,1842.992554
1,3,1842.998991
-1.0,4,1843.007156
1,4,1843.016403
-1.0,16,1843.057644
1,3,1843.06391
1,3,1843.070668
1,4,1843.078659
1,4,1843.086542
1,4,1843.094978
1,3,1843.100872
1,3,1843.106973
1,3,1843.112629
1,4,1843.119045
1,4,1843.125657
1,4,1843.131746
1,4,1843.137833
1,4,1843.14382
1,4,1843.150134
1,3,1843.154707
-1.0,14,1843.17885
1,3,1843.183623
1,3,1843.188277
1,3,1843.192959
1,3,1843.197629
1,4,1843.20408
1,3,1843.208885
1,4,1843.215648
1,3,1843.22055
1,3,1843.225479
1,3,1843.230438
1,3,1843.235463
1,3,1843.240449
1,4,1843.247805
1,5,1843.257756
1,3,1843.263515
-1,12,1843.290415
1,4,1843.300116
1,3,1843.306114
1,3,1843.312069
1,4,1843.319226
1,3,1843.325215
1,4,1843.33288
-1.0,16,1843.371443
1,3,1843.377639
1,3,1843.383601
1,3,1843.3897
1,4,1843.397712
1,4,1843.405703
1,3,1843.412301
1,3,1843.419226
1,4,1843.428169
1,4,1843.436028
1,3,1843.442625
1,4,1843.451336
1,3,1843.457923
1,3,1843.464402
1,3,1843.470842
1,3,1843.477413
1,4,1843.486078
1,4,1843.494988
1,3,1843.50148
-1,14,1843.533308
-1.0,4,1843.53893
-1.0,5,1843.546642
1,5,1843.556207
1,3,1843.561645
1,3,1843.566374
1,4,1843.572492
1,3,1843.577163
1,3,1843.581668
1,3,1843.586159
-1.0,4,1843.591257
1,3,1843.595846
1,3,1843.600497
1,3,1843.605144
1,4,1843.611151
-1,12,1843.632476
1,3,1843.637215
1,3,1843.642052
1,3,1843.646979
1,4,1843.653712
1,4,1843.660198
1,4,1843.6667
1,4,1843.673505
1,3,1843.678347
1,3,1843.68332
1,7,1843.695397
1,4,1843.701573
-1,14,1843.726087
1,4,1843.732305
1,3,1843.736871
1,3,1843.741515
1,6,1843.751329
1,4,1843.757328
1,4,1843.763905
1,3,1843.768504
-1.0,10,1843.785282
1,5,1843.793211
1,4,1843.799969
-1,16,1843.832177
1,4,1843.839689
1,4,1843.846874
1,4,1843.854158
-1.0,5,1843.862883
1,3,1843.868505
1,3,1843.873856
1,3,1843.879619
-1,12,1843.90699
1,4,1843.914154
1,5,1843.923392
1,3,1843.928911
1,4,1843.936218
-1.0,8,1843.95124
-1.0,7,1843.964975
-1.0,14,1843.993919
1,3,1843.998696
1,4,1844.004989
1,3,1844.009567
1,3,1844.014007
1,4,1844.020159
-1.0,13,1844.042196
1,3,1844.046768
1,3,1844.051337
-1.0,4,1844.056598
1,4,1844.062664
-1,13,1844.08737
1,3,1844.093135
1,4,1844.100094
1,4,1844.106296
1,4,1844.112349
